Company,ID,Title,Difficulty,Acceptance,Frequency,LeetCodeLink
Microsoft,416,Partition Equal Subset Sum,Medium,43.7%,0.23420537108328685,https://leetcode.com/problems/partition-equal-subset-sum
Microsoft,257,Binary Tree Paths,Easy,51.5%,0.23334105110860667,https://leetcode.com/problems/binary-tree-paths
Microsoft,1188,Design Bounded Blocking Queue,Medium,70.5%,0.23300728083654992,https://leetcode.com/problems/design-bounded-blocking-queue
Microsoft,243,Shortest Word Distance,Easy,61.0%,0.23122733458279973,https://leetcode.com/problems/shortest-word-distance
Microsoft,509,Fibonacci Number,Easy,67.2%,0.22873204718012582,https://leetcode.com/problems/fibonacci-number
Microsoft,768,Max Chunks To Make Sorted II,Hard,48.7%,0.22767870647960103,https://leetcode.com/problems/max-chunks-to-make-sorted-ii
Microsoft,104,Maximum Depth of Binary Tree,Easy,66.0%,0.2247057029374007,https://leetcode.com/problems/maximum-depth-of-binary-tree
Microsoft,701,Insert into a Binary Search Tree,Medium,77.7%,0.22337817376865485,https://leetcode.com/problems/insert-into-a-binary-search-tree
Microsoft,341,Flatten Nested List Iterator,Medium,52.9%,0.2209211036876481,https://leetcode.com/problems/flatten-nested-list-iterator
Microsoft,231,Power of Two,Easy,43.7%,0.2188289731364177,https://leetcode.com/problems/power-of-two
Microsoft,317,Shortest Distance from All Buildings,Hard,41.4%,0.21654542918153205,https://leetcode.com/problems/shortest-distance-from-all-buildings
Microsoft,523,Continuous Subarray Sum,Medium,24.6%,0.21568639520612767,https://leetcode.com/problems/continuous-subarray-sum
Microsoft,158,Read N Characters Given Read4 II - Call multiple times,Hard,33.8%,0.21421194491522716,https://leetcode.com/problems/read-n-characters-given-read4-ii-call-multiple-times
Microsoft,205,Isomorphic Strings,Easy,39.8%,0.21117085755971557,https://leetcode.com/problems/isomorphic-strings
Microsoft,107,Binary Tree Level Order Traversal II,Easy,53.5%,0.2086357266305724,https://leetcode.com/problems/binary-tree-level-order-traversal-ii
Microsoft,717,1-bit and 2-bit Characters,Easy,48.8%,0.20727941516730314,https://leetcode.com/problems/1-bit-and-2-bit-characters
Microsoft,290,Word Pattern,Easy,37.0%,0.20496634325524304,https://leetcode.com/problems/word-pattern
Microsoft,463,Island Perimeter,Easy,65.7%,0.20102047685235075,https://leetcode.com/problems/island-perimeter
Microsoft,568,Maximum Vacation Days,Hard,40.8%,0.19966567025192705,https://leetcode.com/problems/maximum-vacation-days
Microsoft,209,Minimum Size Subarray Sum,Medium,38.2%,0.1916428563693859,https://leetcode.com/problems/minimum-size-subarray-sum
Microsoft,210,Course Schedule II,Medium,40.7%,0.19114245113569317,https://leetcode.com/problems/course-schedule-ii
Microsoft,219,Contains Duplicate II,Easy,37.7%,0.18696862869341266,https://leetcode.com/problems/contains-duplicate-ii
Microsoft,299,Bulls and Cows,Easy,42.4%,0.1826623303532244,https://leetcode.com/problems/bulls-and-cows
Microsoft,187,Repeated DNA Sequences,Medium,38.9%,0.18218832116655082,https://leetcode.com/problems/repeated-dna-sequences
Microsoft,284,Peeking Iterator,Medium,45.7%,0.1802129634981955,https://leetcode.com/problems/peeking-iterator
Microsoft,547,Friend Circles,Medium,58.6%,0.17970355268064825,https://leetcode.com/problems/friend-circles
Microsoft,437,Path Sum III,Medium,47.2%,0.17834783920071107,https://leetcode.com/problems/path-sum-iii
Microsoft,773,Sliding Puzzle,Hard,59.3%,0.17627924233799203,https://leetcode.com/problems/sliding-puzzle
Microsoft,987,Vertical Order Traversal of a Binary Tree,Medium,36.6%,0.17117447745078015,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree
Microsoft,843,Guess the Word,Hard,46.1%,0.17062551703076334,https://leetcode.com/problems/guess-the-word
Microsoft,367,Valid Perfect Square,Easy,41.7%,0.16978101623607908,https://leetcode.com/problems/valid-perfect-square
Microsoft,609,Find Duplicate File in System,Medium,59.5%,0.16971838464062922,https://leetcode.com/problems/find-duplicate-file-in-system
Microsoft,784,Letter Case Permutation,Medium,64.6%,0.16909907515089384,https://leetcode.com/problems/letter-case-permutation
Microsoft,325,Maximum Size Subarray Sum Equals k,Medium,46.8%,0.16882086957505205,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k
Microsoft,680,Valid Palindrome II,Easy,36.6%,0.1679540228531573,https://leetcode.com/problems/valid-palindrome-ii
Microsoft,489,Robot Room Cleaner,Hard,69.7%,0.16758021585734428,https://leetcode.com/problems/robot-room-cleaner
Microsoft,399,Evaluate Division,Medium,51.6%,0.16222534433150315,https://leetcode.com/problems/evaluate-division
Microsoft,653,Two Sum IV - Input is a BST,Easy,55.5%,0.16169480776777312,https://leetcode.com/problems/two-sum-iv-input-is-a-bst
Microsoft,662,Maximum Width of Binary Tree,Medium,41.0%,0.16006134199074026,https://leetcode.com/problems/maximum-width-of-binary-tree
Microsoft,222,Count Complete Tree Nodes,Medium,46.8%,0.15947973572471308,https://leetcode.com/problems/count-complete-tree-nodes
Microsoft,721,Accounts Merge,Medium,48.8%,0.15836350116973763,https://leetcode.com/problems/accounts-merge
Microsoft,131,Palindrome Partitioning,Medium,47.5%,0.15829229898055353,https://leetcode.com/problems/palindrome-partitioning
Microsoft,271,Encode and Decode Strings,Medium,31.5%,0.15521621002929656,https://leetcode.com/problems/encode-and-decode-strings
Microsoft,373,Find K Pairs with Smallest Sums,Medium,36.7%,0.15386549516826,https://leetcode.com/problems/find-k-pairs-with-smallest-sums
Microsoft,979,Distribute Coins in Binary Tree,Medium,68.9%,0.15348688956060175,https://leetcode.com/problems/distribute-coins-in-binary-tree
Microsoft,632,Smallest Range Covering Elements from K Lists,Hard,52.4%,0.15283920422944758,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists
Microsoft,833,Find And Replace in String,Medium,50.4%,0.1506602748874898,https://leetcode.com/problems/find-and-replace-in-string
Microsoft,365,Water and Jug Problem,Medium,30.6%,0.14565275315686743,https://leetcode.com/problems/water-and-jug-problem
Microsoft,1381,Design a Stack With Increment Operation,Medium,74.7%,0.1453140980267603,https://leetcode.com/problems/design-a-stack-with-increment-operation
Microsoft,939,Minimum Area Rectangle,Medium,51.8%,0.14413390158378703,https://leetcode.com/problems/minimum-area-rectangle
Microsoft,16,3Sum Closest,Medium,46.0%,0.14234512850929823,https://leetcode.com/problems/3sum-closest
Microsoft,769,Max Chunks To Make Sorted,Medium,54.8%,0.14019808398271194,https://leetcode.com/problems/max-chunks-to-make-sorted
Microsoft,176,Second Highest Salary,Easy,31.6%,0.1400039071301401,https://leetcode.com/problems/second-highest-salary
Microsoft,279,Perfect Squares,Medium,47.4%,0.13815033848081718,https://leetcode.com/problems/perfect-squares
Microsoft,282,Expression Add Operators,Hard,35.5%,0.13310419432681886,https://leetcode.com/problems/expression-add-operators
Microsoft,1143,Longest Common Subsequence,Medium,58.4%,0.13278227696210623,https://leetcode.com/problems/longest-common-subsequence
Microsoft,305,Number of Islands II,Hard,40.1%,0.1304306149462744,https://leetcode.com/problems/number-of-islands-ii
Microsoft,217,Contains Duplicate,Easy,56.0%,0.12838116664820678,https://leetcode.com/problems/contains-duplicate
Microsoft,707,Design Linked List,Medium,24.5%,0.12796988096337653,https://leetcode.com/problems/design-linked-list
Microsoft,612,Shortest Distance in a Plane,Medium,59.5%,0.1271551754852466,https://leetcode.com/problems/shortest-distance-in-a-plane
Microsoft,621,Task Scheduler,Medium,50.1%,0.12387972474581618,https://leetcode.com/problems/task-scheduler
Microsoft,704,Binary Search,Easy,52.1%,0.12265353454721256,https://leetcode.com/problems/binary-search
Microsoft,844,Backspace String Compare,Easy,46.4%,0.12201137176590456,https://leetcode.com/problems/backspace-string-compare
Microsoft,1114,Print in Order,Easy,65.7%,0.12136085700426744,https://leetcode.com/problems/print-in-order
Microsoft,323,Number of Connected Components in an Undirected Graph,Medium,56.0%,0.12008412526365206,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph
Microsoft,525,Contiguous Array,Medium,42.8%,0.11750591219610916,https://leetcode.com/problems/contiguous-array
Microsoft,739,Daily Temperatures,Medium,63.3%,0.11646575243222568,https://leetcode.com/problems/daily-temperatures
Microsoft,515,Find Largest Value in Each Tree Row,Medium,61.1%,0.11375888535665801,https://leetcode.com/problems/find-largest-value-in-each-tree-row
Microsoft,671,Second Minimum Node In a Binary Tree,Easy,42.7%,0.11343592966337171,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree
Microsoft,532,K-diff Pairs in an Array,Easy,31.6%,0.111723209445655,https://leetcode.com/problems/k-diff-pairs-in-an-array
Microsoft,973,K Closest Points to Origin,Medium,63.8%,0.11087510283099485,https://leetcode.com/problems/k-closest-points-to-origin
Microsoft,1008,Construct Binary Search Tree from Preorder Traversal,Medium,78.4%,0.11004936619718413,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal
Microsoft,213,House Robber II,Medium,36.5%,0.10850742141601913,https://leetcode.com/problems/house-robber-ii
Microsoft,852,Peak Index in a Mountain Array,Easy,71.6%,0.10821358464023274,https://leetcode.com/problems/peak-index-in-a-mountain-array
Microsoft,311,Sparse Matrix Multiplication,Medium,61.9%,0.10648348040245009,https://leetcode.com/problems/sparse-matrix-multiplication
Microsoft,1386,Cinema Seat Allocation,Medium,34.8%,0.10648348040245009,https://leetcode.com/problems/cinema-seat-allocation
Microsoft,406,Queue Reconstruction by Height,Medium,66.9%,0.10607646342422336,https://leetcode.com/problems/queue-reconstruction-by-height
Microsoft,34,Find First and Last Position of Element in Sorted Array,Medium,36.2%,0.10112681359490523,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array
Microsoft,658,Find K Closest Elements,Medium,40.9%,0.0995648587647672,https://leetcode.com/problems/find-k-closest-elements
Microsoft,90,Subsets II,Medium,47.1%,0.09830555874512009,https://leetcode.com/problems/subsets-ii
Microsoft,1038,Binary Search Tree to Greater Sum Tree,Medium,80.8%,0.09811785595852335,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree
Microsoft,785,Is Graph Bipartite?,Medium,47.5%,0.09684982598991766,https://leetcode.com/problems/is-graph-bipartite
Microsoft,220,Contains Duplicate III,Medium,20.9%,0.09599691440839975,https://leetcode.com/problems/contains-duplicate-iii
Microsoft,895,Maximum Frequency Stack,Hard,60.6%,0.09490784626439754,https://leetcode.com/problems/maximum-frequency-stack
Microsoft,381,Insert Delete GetRandom O(1) - Duplicates allowed,Hard,34.1%,0.09106388892287375,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed
Microsoft,1324,Print Words Vertically,Medium,57.9%,0.09055957704572704,https://leetcode.com/problems/print-words-vertically
Microsoft,414,Third Maximum Number,Easy,30.5%,0.08956753807644377,https://leetcode.com/problems/third-maximum-number
Microsoft,1116,Print Zero Even Odd,Medium,56.0%,0.08934510033584994,https://leetcode.com/problems/print-zero-even-odd
Microsoft,907,Sum of Subarray Minimums,Medium,32.3%,0.08934510033584994,https://leetcode.com/problems/sum-of-subarray-minimums
Microsoft,819,Most Common Word,Easy,44.8%,0.0888376652987074,https://leetcode.com/problems/most-common-word
Microsoft,256,Paint House,Easy,52.1%,0.08650924290928251,https://leetcode.com/problems/paint-house
Microsoft,27,Remove Element,Easy,48.2%,0.08523043261863501,https://leetcode.com/problems/remove-element
Microsoft,703,Kth Largest Element in a Stream,Easy,49.7%,0.08385735299772534,https://leetcode.com/problems/kth-largest-element-in-a-stream
Microsoft,905,Sort Array By Parity,Easy,74.1%,0.08328510247304294,https://leetcode.com/problems/sort-array-by-parity
Microsoft,278,First Bad Version,Easy,35.7%,0.08295984140240989,https://leetcode.com/problems/first-bad-version
Microsoft,359,Logger Rate Limiter,Easy,70.8%,0.08167803101426718,https://leetcode.com/problems/logger-rate-limiter
Microsoft,643,Maximum Average Subarray I,Easy,41.5%,0.08105244450653293,https://leetcode.com/problems/maximum-average-subarray-i
Microsoft,96,Unique Binary Search Trees,Medium,52.9%,0.08025695513016742,https://leetcode.com/problems/unique-binary-search-trees
Microsoft,60,Permutation Sequence,Hard,38.4%,0.07948571541724253,https://leetcode.com/problems/permutation-sequence
Microsoft,1104,Path In Zigzag Labelled Binary Tree,Medium,72.0%,0.07786032177227234,https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree
Microsoft,435,Non-overlapping Intervals,Medium,42.9%,0.07565042495900788,https://leetcode.com/problems/non-overlapping-intervals
Microsoft,480,Sliding Window Median,Hard,37.2%,0.0743529801177063,https://leetcode.com/problems/sliding-window-median
Microsoft,1079,Letter Tile Possibilities,Medium,75.4%,0.07350246199292652,https://leetcode.com/problems/letter-tile-possibilities
Microsoft,503,Next Greater Element II,Medium,56.5%,0.07339377143296942,https://leetcode.com/problems/next-greater-element-ii
Microsoft,144,Binary Tree Preorder Traversal,Medium,55.7%,0.0722495403534662,https://leetcode.com/problems/binary-tree-preorder-traversal
Microsoft,676,Implement Magic Dictionary,Medium,54.5%,0.06995858860691037,https://leetcode.com/problems/implement-magic-dictionary
Microsoft,1027,Longest Arithmetic Sequence,Medium,53.4%,0.06693948267510934,https://leetcode.com/problems/longest-arithmetic-sequence
Microsoft,1145,Binary Tree Coloring Game,Medium,51.2%,0.06592172080482424,https://leetcode.com/problems/binary-tree-coloring-game
Microsoft,1304,Find N Unique Integers Sum up to Zero,Easy,76.3%,0.06210765548004028,https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero
Microsoft,350,Intersection of Two Arrays II,Easy,51.4%,0.06202949919751832,https://leetcode.com/problems/intersection-of-two-arrays-ii
Microsoft,472,Concatenated Words,Hard,43.7%,0.06120196522807572,https://leetcode.com/problems/concatenated-words
Microsoft,796,Rotate String,Easy,49.6%,0.059778751425839334,https://leetcode.com/problems/rotate-string
Microsoft,47,Permutations II,Medium,46.4%,0.05897935516253239,https://leetcode.com/problems/permutations-ii
Microsoft,630,Course Schedule III,Hard,33.5%,0.058581901624802396,https://leetcode.com/problems/course-schedule-iii
Microsoft,111,Minimum Depth of Binary Tree,Easy,37.4%,0.05806209779650968,https://leetcode.com/problems/minimum-depth-of-binary-tree
Microsoft,100,Same Tree,Easy,53.4%,0.05782550765396603,https://leetcode.com/problems/same-tree
Microsoft,832,Flipping an Image,Easy,76.2%,0.057363394879920204,https://leetcode.com/problems/flipping-an-image
Microsoft,950,Reveal Cards In Increasing Order,Medium,74.6%,0.056592185311170023,https://leetcode.com/problems/reveal-cards-in-increasing-order
Microsoft,541,Reverse String II,Easy,48.4%,0.05615948403872344,https://leetcode.com/problems/reverse-string-ii
Microsoft,735,Asteroid Collision,Medium,41.0%,0.05479154882968245,https://leetcode.com/problems/asteroid-collision
Microsoft,1229,Meeting Scheduler,Medium,52.7%,0.053560323833736816,https://leetcode.com/problems/meeting-scheduler
Microsoft,1092,Shortest Common Supersequence,Hard,51.6%,0.053488684950986194,https://leetcode.com/problems/shortest-common-supersequence
Microsoft,303,Range Sum Query - Immutable,Easy,44.7%,0.05194286677525062,https://leetcode.com/problems/range-sum-query-immutable
Microsoft,981,Time Based Key-Value Store,Medium,53.1%,0.049406315387071284,https://leetcode.com/problems/time-based-key-value-store
Microsoft,67,Add Binary,Easy,45.2%,0.049093096377302976,https://leetcode.com/problems/add-binary
Microsoft,459,Repeated Substring Pattern,Easy,42.2%,0.04752742385552696,https://leetcode.com/problems/repeated-substring-pattern
Microsoft,845,Longest Mountain in Array,Medium,37.2%,0.047458490406358134,https://leetcode.com/problems/longest-mountain-in-array
Microsoft,876,Middle of the Linked List,Easy,68.4%,0.046728740327781716,https://leetcode.com/problems/middle-of-the-linked-list
Microsoft,977,Squares of a Sorted Array,Easy,72.1%,0.046652914831048324,https://leetcode.com/problems/squares-of-a-sorted-array
Microsoft,670,Maximum Swap,Medium,43.6%,0.04630456804168632,https://leetcode.com/problems/maximum-swap
Microsoft,494,Target Sum,Medium,46.3%,0.04353244473664264,https://leetcode.com/problems/target-sum
Microsoft,938,Range Sum of BST,Easy,81.3%,0.043035900859132004,https://leetcode.com/problems/range-sum-of-bst
Microsoft,1004,Max Consecutive Ones III,Medium,59.1%,0.041252411938220004,https://leetcode.com/problems/max-consecutive-ones-iii
Microsoft,211,Add and Search Word - Data structure design,Medium,38.1%,0.04111576039097048,https://leetcode.com/problems/add-and-search-word-data-structure-design
Microsoft,35,Search Insert Position,Easy,42.6%,0.041064163611348584,https://leetcode.com/problems/search-insert-position
Microsoft,788,Rotated Digits,Easy,57.1%,0.03980625040041967,https://leetcode.com/problems/rotated-digits
Microsoft,872,Leaf-Similar Trees,Easy,64.5%,0.03899974309382511,https://leetcode.com/problems/leaf-similar-trees
Microsoft,884,Uncommon Words from Two Sentences,Easy,63.3%,0.036301626676214796,https://leetcode.com/problems/uncommon-words-from-two-sentences
Microsoft,934,Shortest Bridge,Medium,48.2%,0.03607244121670154,https://leetcode.com/problems/shortest-bridge
Microsoft,650,2 Keys Keyboard,Medium,49.2%,0.035910501305770864,https://leetcode.com/problems/2-keys-keyboard
Microsoft,929,Unique Email Addresses,Easy,67.4%,0.033748984736641036,https://leetcode.com/problems/unique-email-addresses
Microsoft,485,Max Consecutive Ones,Easy,54.6%,0.03276403666757628,https://leetcode.com/problems/max-consecutive-ones
Microsoft,258,Add Digits,Easy,57.6%,0.03259608198749547,https://leetcode.com/problems/add-digits
Microsoft,203,Remove Linked List Elements,Easy,38.6%,0.032376928724459735,https://leetcode.com/problems/remove-linked-list-elements
Microsoft,1091,Shortest Path in Binary Matrix,Medium,38.2%,0.03164821095078173,https://leetcode.com/problems/shortest-path-in-binary-matrix
Microsoft,867,Transpose Matrix,Easy,62.8%,0.031179454774354007,https://leetcode.com/problems/transpose-matrix
Microsoft,953,Verifying an Alien Dictionary,Easy,54.1%,0.03117337947619734,https://leetcode.com/problems/verifying-an-alien-dictionary
Microsoft,575,Distribute Candies,Easy,61.4%,0.030890487019338404,https://leetcode.com/problems/distribute-candies
Microsoft,1192,Critical Connections in a Network,Hard,48.6%,0.030183377823098576,https://leetcode.com/problems/critical-connections-in-a-network
Microsoft,452,Minimum Number of Arrows to Burst Balloons,Medium,49.6%,0.029478921626711667,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons
Microsoft,496,Next Greater Element I,Easy,63.8%,0.029462032730316202,https://leetcode.com/problems/next-greater-element-i
Microsoft,338,Counting Bits,Medium,69.5%,0.024325523767440974,https://leetcode.com/problems/counting-bits
Microsoft,1344,Angle Between Hands of a Clock,Medium,61.4%,0.023682900893022413,https://leetcode.com/problems/angle-between-hands-of-a-clock
Microsoft,1019,Next Greater Node In Linked List,Medium,57.4%,0.02159911180346178,https://leetcode.com/problems/next-greater-node-in-linked-list
Microsoft,1122,Relative Sort Array,Easy,67.7%,0.019685675071030327,https://leetcode.com/problems/relative-sort-array
Microsoft,674,Longest Continuous Increasing Subsequence,Easy,45.9%,0.01900294712561538,https://leetcode.com/problems/longest-continuous-increasing-subsequence
Microsoft,1155,Number of Dice Rolls With Target Sum,Medium,49.0%,0.018904154639152678,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum
Microsoft,787,Cheapest Flights Within K Stops,Medium,39.3%,0.018824085245635554,https://leetcode.com/problems/cheapest-flights-within-k-stops
Microsoft,743,Network Delay Time,Medium,45.0%,0.012743084194281933,https://leetcode.com/problems/network-delay-time
Microsoft,1249,Minimum Remove to Make Valid Parentheses,Medium,62.5%,0.009195467093100304,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses
Microsoft,1470,Shuffle the Array,Easy,88.9%,0.004527967890154029,https://leetcode.com/problems/shuffle-the-array
Microsoft,513,Find Bottom Left Tree Value,Medium,61.5%,0,https://leetcode.com/problems/find-bottom-left-tree-value
Microsoft,631,Design Excel Sum Formula,Hard,31.6%,0,https://leetcode.com/problems/design-excel-sum-formula
Microsoft,654,Maximum Binary Tree,Medium,79.9%,0,https://leetcode.com/problems/maximum-binary-tree
Microsoft,672,Bulb Switcher II,Medium,50.9%,0,https://leetcode.com/problems/bulb-switcher-ii
Microsoft,871,Minimum Number of Refueling Stops,Hard,31.4%,0,https://leetcode.com/problems/minimum-number-of-refueling-stops
Microsoft,886,Possible Bipartition,Medium,44.2%,0,https://leetcode.com/problems/possible-bipartition
Microsoft,901,Online Stock Span,Medium,60.2%,0,https://leetcode.com/problems/online-stock-span
Microsoft,972,Equal Rational Numbers,Hard,41.6%,0,https://leetcode.com/problems/equal-rational-numbers
Microsoft,1006,Clumsy Factorial,Medium,53.3%,0,https://leetcode.com/problems/clumsy-factorial
Microsoft,1013,Partition Array Into Three Parts With Equal Sum,Easy,51.8%,0,https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum
Microsoft,1053,Previous Permutation With One Swap,Medium,48.5%,0,https://leetcode.com/problems/previous-permutation-with-one-swap
Microsoft,1198,Find Smallest Common Element in All Rows,Medium,74.9%,0,https://leetcode.com/problems/find-smallest-common-element-in-all-rows
Microsoft,1093,Statistics from a Large Sample,Medium,48.2%,0,https://leetcode.com/problems/statistics-from-a-large-sample
Microsoft,1273,Delete Tree Nodes,Medium,63.5%,0,https://leetcode.com/problems/delete-tree-nodes
Microsoft,1131,Maximum of Absolute Value Expression,Medium,53.0%,0,https://leetcode.com/problems/maximum-of-absolute-value-expression
Microsoft,1206,Design Skiplist,Hard,57.3%,0,https://leetcode.com/problems/design-skiplist
Microsoft,1285,Find the Start and End Number of Continuous Ranges,Medium,83.8%,0,https://leetcode.com/problems/find-the-start-and-end-number-of-continuous-ranges
Microsoft,1306,Jump Game III,Medium,60.4%,0,https://leetcode.com/problems/jump-game-iii
Microsoft,1318,Minimum Flips to Make a OR b Equal to c,Medium,62.8%,0,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c
Microsoft,1339,Maximum Product of Splitted Binary Tree,Medium,37.2%,0,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree
Microsoft,1371,Find the Longest Substring Containing Vowels in Even Counts,Medium,58.2%,0,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts
Microsoft,1369,Get the Second Most Recent Activity,Hard,65.1%,0,https://leetcode.com/problems/get-the-second-most-recent-activity
Microsoft,1394,Find Lucky Integer in an Array,Easy,64.4%,0,https://leetcode.com/problems/find-lucky-integer-in-an-array
Microsoft,1415,The k-th Lexicographical String of All Happy Strings of Length n,Medium,70.4%,0,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n
Microsoft,1417,Reformat The String,Easy,55.0%,0,https://leetcode.com/problems/reformat-the-string
Microsoft,1448,Count Good Nodes in Binary Tree,Medium,70.4%,0,https://leetcode.com/problems/count-good-nodes-in-binary-tree
Microsoft,1458,Max Dot Product of Two Subsequences,Hard,41.7%,0,https://leetcode.com/problems/max-dot-product-of-two-subsequences
Microsoft,1469,Find All The Lonely Nodes,Easy,81.4%,0,https://leetcode.com/problems/find-all-the-lonely-nodes
Microsoft,1510,Stone Game IV,Hard,50.3%,0,https://leetcode.com/problems/stone-game-iv
Microsoft,1474,Delete N Nodes After M Nodes of a Linked List,Easy,74.2%,0,https://leetcode.com/problems/delete-n-nodes-after-m-nodes-of-a-linked-list
Microsoft,1523,Count Odd Numbers in an Interval Range,Easy,55.8%,0,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range
Microsoft,1518,Water Bottles,Easy,63.1%,0,https://leetcode.com/problems/water-bottles
Microsoft,1539,Kth Missing Positive Number,Easy,52.3%,0,https://leetcode.com/problems/kth-missing-positive-number
Microsoft,1528,Shuffle String,Easy,86.1%,0,https://leetcode.com/problems/shuffle-string
Apple,1,Two Sum,Easy,45.6%,2.44165352519978,https://leetcode.com/problems/two-sum
Apple,146,LRU Cache,Medium,33.2%,2.288507627845124,https://leetcode.com/problems/lru-cache
Apple,403,Frog Jump,Hard,39.7%,2.1353617304904677,https://leetcode.com/problems/frog-jump
Apple,54,Spiral Matrix,Medium,34.1%,1.9822158331358115,https://leetcode.com/problems/spiral-matrix
Apple,2,Add Two Numbers,Medium,33.9%,1.9375806091809586,https://leetcode.com/problems/add-two-numbers
Apple,284,Peeking Iterator,Medium,45.7%,1.8988473588427888,https://leetcode.com/problems/peeking-iterator
Apple,4,Median of Two Sorted Arrays,Hard,29.6%,1.7457014614881325,https://leetcode.com/problems/median-of-two-sorted-arrays
Apple,53,Maximum Subarray,Easy,46.5%,1.6039792365262746,https://leetcode.com/problems/maximum-subarray
Apple,341,Flatten Nested List Iterator,Medium,52.9%,1.5961203655643161,https://leetcode.com/problems/flatten-nested-list-iterator
Apple,42,Trapping Rain Water,Hard,48.9%,1.4504927724580507,https://leetcode.com/problems/trapping-rain-water
Apple,391,Perfect Rectangle,Hard,30.5%,1.2973468751033945,https://leetcode.com/problems/perfect-rectangle
Apple,206,Reverse Linked List,Easy,62.5%,1.2889543040599838,https://leetcode.com/problems/reverse-linked-list
Apple,295,Find Median from Data Stream,Hard,44.3%,1.2415624618248458,https://leetcode.com/problems/find-median-from-data-stream
Apple,200,Number of Islands,Medium,46.8%,1.2336678652006239,https://leetcode.com/problems/number-of-islands
Apple,5,Longest Palindromic Substring,Medium,29.5%,1.2049820501287227,https://leetcode.com/problems/longest-palindromic-substring
Apple,218,The Skyline Problem,Hard,34.6%,1.2026816485623162,https://leetcode.com/problems/the-skyline-problem
Apple,1095,Find in Mountain Array,Hard,35.8%,1.2013559031699637,https://leetcode.com/problems/find-in-mountain-array
Apple,97,Interleaving String,Hard,31.5%,1.1879190873014442,https://leetcode.com/problems/interleaving-string
Apple,479,Largest Palindrome Product,Hard,29.0%,1.1700712526502546,https://leetcode.com/problems/largest-palindrome-product
Apple,393,UTF-8 Validation,Medium,37.5%,1.1560693436928968,https://leetcode.com/problems/utf-8-validation
Apple,238,Product of Array Except Self,Medium,60.1%,1.125997958136907,https://leetcode.com/problems/product-of-array-except-self
Apple,311,Sparse Matrix Multiplication,Medium,61.9%,1.1083957349771807,https://leetcode.com/problems/sparse-matrix-multiplication
Apple,8,String to Integer (atoi),Medium,15.4%,1.0728242725044976,https://leetcode.com/problems/string-to-integer-atoi
Apple,428,Serialize and Deserialize N-ary Tree,Hard,59.4%,1.0697178226683948,https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree
Apple,348,Design Tic-Tac-Toe,Medium,54.3%,1.0191481173138628,https://leetcode.com/problems/design-tic-tac-toe
Apple,56,Merge Intervals,Medium,39.3%,1.01565662402753,https://leetcode.com/problems/merge-intervals
Apple,15,3Sum,Medium,26.8%,1.0028066641920665,https://leetcode.com/problems/3sum
Apple,202,Happy Number,Easy,50.4%,0.9974860771490718,https://leetcode.com/problems/happy-number
Apple,329,Longest Increasing Path in a Matrix,Hard,43.4%,0.9678875215177066,https://leetcode.com/problems/longest-increasing-path-in-a-matrix
Apple,49,Group Anagrams,Medium,56.9%,0.9561708823315207,https://leetcode.com/problems/group-anagrams
Apple,23,Merge k Sorted Lists,Hard,40.2%,0.9024122656636089,https://leetcode.com/problems/merge-k-sorted-lists
Apple,3,Longest Substring Without Repeating Characters,Medium,30.4%,0.8759518910272411,https://leetcode.com/problems/longest-substring-without-repeating-characters
Apple,21,Merge Two Sorted Lists,Easy,53.5%,0.8331029734573284,https://leetcode.com/problems/merge-two-sorted-lists
Apple,139,Word Break,Medium,40.1%,0.7861844908659293,https://leetcode.com/problems/word-break
Apple,351,Android Unlock Patterns,Medium,48.4%,0.7857399673877702,https://leetcode.com/problems/android-unlock-patterns
Apple,20,Valid Parentheses,Easy,39.0%,0.7728842221115333,https://leetcode.com/problems/valid-parentheses
Apple,269,Alien Dictionary,Hard,33.3%,0.7683984542353193,https://leetcode.com/problems/alien-dictionary
Apple,212,Word Search II,Hard,34.9%,0.7375344172881568,https://leetcode.com/problems/word-search-ii
Apple,149,Max Points on a Line,Hard,16.9%,0.7241094061639122,https://leetcode.com/problems/max-points-on-a-line
