Company,ID,Title,Difficulty,Acceptance,Frequency,LeetCodeLink
Google,375,Guess Number Higher or Lower II,Medium,40.3%,2.412208895973755,https://leetcode.com/problems/guess-number-higher-or-lower-ii
Google,457,Circular Array Loop,Medium,29.4%,2.4087237489359508,https://leetcode.com/problems/circular-array-loop
Google,269,Alien Dictionary,Hard,33.3%,2.401963626660419,https://leetcode.com/problems/alien-dictionary
Google,722,Remove Comments,Medium,34.6%,2.391299564349348,https://leetcode.com/problems/remove-comments
Google,850,Rectangle Area II,Hard,47.5%,2.389853412007957,https://leetcode.com/problems/rectangle-area-ii
Google,128,Longest Consecutive Sequence,Hard,45.1%,2.3889692368664277,https://leetcode.com/problems/longest-consecutive-sequence
Google,31,Next Permutation,Medium,32.6%,2.3845622917588476,https://leetcode.com/problems/next-permutation
Google,1170,Compare Strings by Frequency of the Smallest Character,Easy,58.7%,2.380621199972535,https://leetcode.com/problems/compare-strings-by-frequency-of-the-smallest-character
Google,5,Longest Palindromic Substring,Medium,29.5%,2.378625542244051,https://leetcode.com/problems/longest-palindromic-substring
Google,318,Maximum Product of Word Lengths,Medium,51.2%,2.377626415518863,https://leetcode.com/problems/maximum-product-of-word-lengths
Google,353,Design Snake Game,Medium,34.2%,2.374942034436538,https://leetcode.com/problems/design-snake-game
Google,391,Perfect Rectangle,Hard,30.5%,2.3609543573828455,https://leetcode.com/problems/perfect-rectangle
Google,249,Group Shifted Strings,Medium,55.1%,2.3589773320503338,https://leetcode.com/problems/group-shifted-strings
Google,729,My Calendar I,Medium,51.8%,2.351286906233527,https://leetcode.com/problems/my-calendar-i
Google,341,Flatten Nested List Iterator,Medium,52.9%,2.3349516629496914,https://leetcode.com/problems/flatten-nested-list-iterator
Google,951,Flip Equivalent Binary Trees,Medium,65.8%,2.3261691532245137,https://leetcode.com/problems/flip-equivalent-binary-trees
Google,72,Edit Distance,Hard,44.8%,2.308682749366407,https://leetcode.com/problems/edit-distance
Google,320,Generalized Abbreviation,Medium,52.1%,2.287272370970718,https://leetcode.com/problems/generalized-abbreviation
Google,332,Reconstruct Itinerary,Medium,36.7%,2.2676322677470853,https://leetcode.com/problems/reconstruct-itinerary
Google,835,Image Overlap,Medium,58.5%,2.2640988039628858,https://leetcode.com/problems/image-overlap
Google,401,Binary Watch,Easy,47.5%,2.246794842528927,https://leetcode.com/problems/binary-watch
Google,354,Russian Doll Envelopes,Hard,35.6%,2.236076201124014,https://leetcode.com/problems/russian-doll-envelopes
Google,124,Binary Tree Maximum Path Sum,Hard,34.3%,2.2216093472081075,https://leetcode.com/problems/binary-tree-maximum-path-sum
Google,444,Sequence Reconstruction,Medium,22.2%,2.217786049374021,https://leetcode.com/problems/sequence-reconstruction
Google,239,Sliding Window Maximum,Hard,43.0%,2.2105289311276617,https://leetcode.com/problems/sliding-window-maximum
Google,943,Find the Shortest Superstring,Hard,42.9%,2.183127427581185,https://leetcode.com/problems/find-the-shortest-superstring
Google,400,Nth Digit,Medium,31.7%,2.1683677508742374,https://leetcode.com/problems/nth-digit
Google,285,Inorder Successor in BST,Medium,40.4%,2.166776365319761,https://leetcode.com/problems/inorder-successor-in-bst
Google,43,Multiply Strings,Medium,33.9%,2.1663332897105017,https://leetcode.com/problems/multiply-strings
Google,208,Implement Trie (Prefix Tree),Medium,49.4%,2.1624789340540973,https://leetcode.com/problems/implement-trie-prefix-tree
Google,745,Prefix and Suffix Search,Hard,34.1%,2.161230974688314,https://leetcode.com/problems/prefix-and-suffix-search
Google,963,Minimum Area Rectangle II,Medium,50.9%,2.1572192427225203,https://leetcode.com/problems/minimum-area-rectangle-ii
Google,788,Rotated Digits,Easy,57.1%,2.128352559073175,https://leetcode.com/problems/rotated-digits
Google,484,Find Permutation,Medium,60.5%,2.1230183588789355,https://leetcode.com/problems/find-permutation
Google,369,Plus One Linked List,Medium,58.2%,2.103037362276518,https://leetcode.com/problems/plus-one-linked-list
Google,162,Find Peak Element,Medium,43.3%,2.097923147793266,https://leetcode.com/problems/find-peak-element
Google,133,Clone Graph,Medium,34.8%,2.093083764564862,https://leetcode.com/problems/clone-graph
Google,38,Count and Say,Easy,44.6%,2.0886590981708664,https://leetcode.com/problems/count-and-say
Google,34,Find First and Last Position of Element in Sorted Array,Medium,36.2%,2.077190953113431,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array
Google,447,Number of Boomerangs,Easy,51.8%,2.070710491182991,https://leetcode.com/problems/number-of-boomerangs
Google,336,Palindrome Pairs,Hard,33.7%,2.068730116946457,https://leetcode.com/problems/palindrome-pairs
Google,127,Word Ladder,Medium,29.6%,2.0451263181434545,https://leetcode.com/problems/word-ladder
Google,91,Decode Ways,Medium,24.7%,2.0435615456140264,https://leetcode.com/problems/decode-ways
Google,215,Kth Largest Element in an Array,Medium,55.4%,2.024566184680276,https://leetcode.com/problems/kth-largest-element-in-an-array
Google,946,Validate Stack Sequences,Medium,61.9%,2.0189151696320264,https://leetcode.com/problems/validate-stack-sequences
Google,293,Flip Game,Easy,60.7%,2.0049678986989146,https://leetcode.com/problems/flip-game
Google,33,Search in Rotated Sorted Array,Medium,34.5%,1.982840493476099,https://leetcode.com/problems/search-in-rotated-sorted-array
Google,459,Repeated Substring Pattern,Easy,42.2%,1.9812811708925173,https://leetcode.com/problems/repeated-substring-pattern
Google,11,Container With Most Water,Medium,50.8%,1.9770870605892752,https://leetcode.com/problems/container-with-most-water
Google,1032,Stream of Characters,Hard,48.3%,1.9744627782694404,https://leetcode.com/problems/stream-of-characters
Google,334,Increasing Triplet Subsequence,Medium,40.0%,1.9678676896894793,https://leetcode.com/problems/increasing-triplet-subsequence
Google,44,Wildcard Matching,Hard,24.7%,1.9579596678839932,https://leetcode.com/problems/wildcard-matching
Google,325,Maximum Size Subarray Sum Equals k,Medium,46.8%,1.9573388448789362,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k
Google,497,Random Point in Non-overlapping Rectangles,Medium,37.8%,1.9573306871741878,https://leetcode.com/problems/random-point-in-non-overlapping-rectangles
Google,817,Linked List Components,Medium,57.3%,1.9517638243067739,https://leetcode.com/problems/linked-list-components
Google,286,Walls and Gates,Medium,54.5%,1.948761543137523,https://leetcode.com/problems/walls-and-gates
Google,1048,Longest String Chain,Medium,54.7%,1.9440931103276922,https://leetcode.com/problems/longest-string-chain
Google,138,Copy List with Random Pointer,Medium,36.4%,1.941330735041384,https://leetcode.com/problems/copy-list-with-random-pointer
Google,815,Bus Routes,Hard,42.5%,1.9383504626870616,https://leetcode.com/problems/bus-routes
Google,772,Basic Calculator III,Hard,41.3%,1.93133194589594,https://leetcode.com/problems/basic-calculator-iii
Google,173,Binary Search Tree Iterator,Medium,56.6%,1.9114667046485274,https://leetcode.com/problems/binary-search-tree-iterator
Google,150,Evaluate Reverse Polish Notation,Medium,36.3%,1.9012041599672846,https://leetcode.com/problems/evaluate-reverse-polish-notation
Google,743,Network Delay Time,Medium,45.0%,1.8954674499549913,https://leetcode.com/problems/network-delay-time
Google,53,Maximum Subarray,Easy,46.5%,1.8935176696430995,https://leetcode.com/problems/maximum-subarray
Google,752,Open the Lock,Medium,51.8%,1.8871450737679576,https://leetcode.com/problems/open-the-lock
Google,130,Surrounded Regions,Medium,28.1%,1.8816381329635723,https://leetcode.com/problems/surrounded-regions
Google,871,Minimum Number of Refueling Stops,Hard,31.4%,1.8726289648775856,https://leetcode.com/problems/minimum-number-of-refueling-stops
Google,155,Min Stack,Easy,44.5%,1.8722323336408635,https://leetcode.com/problems/min-stack
Google,685,Redundant Connection II,Hard,32.4%,1.8709822647033896,https://leetcode.com/problems/redundant-connection-ii
Google,529,Minesweeper,Medium,59.1%,1.8679660780386982,https://leetcode.com/problems/minesweeper
Google,800,Similar RGB Color,Easy,61.4%,1.8647846042429448,https://leetcode.com/problems/similar-rgb-color
Google,1240,Tiling a Rectangle with the Fewest Squares,Hard,50.1%,1.8643301620628905,https://leetcode.com/problems/tiling-a-rectangle-with-the-fewest-squares
Google,407,Trapping Rain Water II,Hard,42.4%,1.8590583049537268,https://leetcode.com/problems/trapping-rain-water-ii
Google,168,Excel Sheet Column Title,Easy,31.1%,1.8498247657212512,https://leetcode.com/problems/excel-sheet-column-title
Google,411,Minimum Unique Word Abbreviation,Hard,36.3%,1.843584537092641,https://leetcode.com/problems/minimum-unique-word-abbreviation
Google,161,One Edit Distance,Medium,32.3%,1.843491263951507,https://leetcode.com/problems/one-edit-distance
Google,427,Construct Quad Tree,Medium,61.4%,1.830397261933469,https://leetcode.com/problems/construct-quad-tree
Google,41,First Missing Positive,Hard,32.0%,1.8284630090160665,https://leetcode.com/problems/first-missing-positive
Google,801,Minimum Swaps To Make Sequences Increasing,Medium,38.9%,1.8139622880364348,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing
Google,428,Serialize and Deserialize N-ary Tree,Hard,59.4%,1.8126370542496102,https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree
Google,498,Diagonal Traverse,Medium,48.2%,1.8073604096705347,https://leetcode.com/problems/diagonal-traverse
Google,307,Range Sum Query - Mutable,Medium,34.6%,1.8015483881157932,https://leetcode.com/problems/range-sum-query-mutable
Google,37,Sudoku Solver,Hard,43.6%,1.7925251074248625,https://leetcode.com/problems/sudoku-solver
Google,324,Wiggle Sort II,Medium,29.9%,1.786845454425626,https://leetcode.com/problems/wiggle-sort-ii
Google,22,Generate Parentheses,Medium,62.7%,1.7757890873922186,https://leetcode.com/problems/generate-parentheses
Google,853,Car Fleet,Medium,42.3%,1.7747066808453358,https://leetcode.com/problems/car-fleet
Google,475,Heaters,Easy,33.1%,1.7664928396260275,https://leetcode.com/problems/heaters
Google,463,Island Perimeter,Easy,65.7%,1.7662395949982437,https://leetcode.com/problems/island-perimeter
Google,486,Predict the Winner,Medium,47.9%,1.7621745307382468,https://leetcode.com/problems/predict-the-winner
Google,708,Insert into a Sorted Circular Linked List,Medium,31.6%,1.7513771317823694,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list
Google,855,Exam Room,Medium,43.1%,1.7497717736123803,https://leetcode.com/problems/exam-room
Google,591,Tag Validator,Hard,34.3%,1.7469089030627032,https://leetcode.com/problems/tag-validator
Google,1197,Minimum Knight Moves,Medium,36.1%,1.7421965875991658,https://leetcode.com/problems/minimum-knight-moves
Google,212,Word Search II,Hard,34.9%,1.7179939107133506,https://leetcode.com/problems/word-search-ii
Google,684,Redundant Connection,Medium,57.4%,1.7020400393387942,https://leetcode.com/problems/redundant-connection
Google,370,Range Addition,Medium,62.8%,1.7002175030641622,https://leetcode.com/problems/range-addition
Google,250,Count Univalue Subtrees,Medium,52.0%,1.698353993388098,https://leetcode.com/problems/count-univalue-subtrees
Google,337,House Robber III,Medium,50.6%,1.6931799416825786,https://leetcode.com/problems/house-robber-iii
Google,241,Different Ways to Add Parentheses,Medium,55.2%,1.6793403602398669,https://leetcode.com/problems/different-ways-to-add-parentheses
Google,1145,Binary Tree Coloring Game,Medium,51.2%,1.6791800772363104,https://leetcode.com/problems/binary-tree-coloring-game
Google,769,Max Chunks To Make Sorted,Medium,54.8%,1.6641034408649555,https://leetcode.com/problems/max-chunks-to-make-sorted
Google,266,Palindrome Permutation,Easy,61.9%,1.6575201119721923,https://leetcode.com/problems/palindrome-permutation
Google,392,Is Subsequence,Easy,49.2%,1.6525927236514608,https://leetcode.com/problems/is-subsequence
Google,302,Smallest Rectangle Enclosing Black Pixels,Hard,51.6%,1.6453853002424126,https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels
Google,792,Number of Matching Subsequences,Medium,47.4%,1.6356226914291674,https://leetcode.com/problems/number-of-matching-subsequences
Google,710,Random Pick with Blacklist,Hard,32.5%,1.6355405363367377,https://leetcode.com/problems/random-pick-with-blacklist
Google,767,Reorganize String,Medium,48.7%,1.629188040780247,https://leetcode.com/problems/reorganize-string
Google,510,Inorder Successor in BST II,Medium,58.0%,1.627672582741667,https://leetcode.com/problems/inorder-successor-in-bst-ii
Google,845,Longest Mountain in Array,Medium,37.2%,1.596720695310657,https://leetcode.com/problems/longest-mountain-in-array
Google,358,Rearrange String k Distance Apart,Hard,34.9%,1.59538615897845,https://leetcode.com/problems/rearrange-string-k-distance-apart
Google,84,Largest Rectangle in Histogram,Hard,35.2%,1.5830569771448972,https://leetcode.com/problems/largest-rectangle-in-histogram
Google,48,Rotate Image,Medium,56.7%,1.581726699920453,https://leetcode.com/problems/rotate-image
Google,171,Excel Sheet Column Number,Easy,55.9%,1.5796139469791046,https://leetcode.com/problems/excel-sheet-column-number
Google,229,Majority Element II,Medium,35.6%,1.5625651008879808,https://leetcode.com/problems/majority-element-ii
Google,62,Unique Paths,Medium,54.1%,1.5607010122467657,https://leetcode.com/problems/unique-paths
Google,776,Split BST,Medium,55.8%,1.5548904661348721,https://leetcode.com/problems/split-bst
Google,115,Distinct Subsequences,Hard,38.3%,1.5534975104028454,https://leetcode.com/problems/distinct-subsequences
Google,1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,42.1%,1.5515720803196904,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit
Google,499,The Maze III,Hard,41.0%,1.5441973905656994,https://leetcode.com/problems/the-maze-iii
Google,935,Knight Dialer,Medium,45.2%,1.5436865348713198,https://leetcode.com/problems/knight-dialer
Google,55,Jump Game,Medium,34.6%,1.5413078537703044,https://leetcode.com/problems/jump-game
Google,852,Peak Index in a Mountain Array,Easy,71.6%,1.5411250817758044,https://leetcode.com/problems/peak-index-in-a-mountain-array
Google,49,Group Anagrams,Medium,56.9%,1.5395939336051865,https://leetcode.com/problems/group-anagrams
Google,121,Best Time to Buy and Sell Stock,Easy,50.5%,1.5394079860897354,https://leetcode.com/problems/best-time-to-buy-and-sell-stock
Google,1074,Number of Submatrices That Sum to Target,Hard,60.4%,1.5295796895872102,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target
Google,894,All Possible Full Binary Trees,Medium,75.2%,1.4918903806730306,https://leetcode.com/problems/all-possible-full-binary-trees
Google,1011,Capacity To Ship Packages Within D Days,Medium,58.1%,1.4745304780054163,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days
Google,21,Merge Two Sorted Lists,Easy,53.5%,1.4693716961943117,https://leetcode.com/problems/merge-two-sorted-lists
Google,549,Binary Tree Longest Consecutive Sequence II,Medium,47.0%,1.4627859286979625,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii
Google,126,Word Ladder II,Hard,22.1%,1.4607346170794553,https://leetcode.com/problems/word-ladder-ii
Google,198,House Robber,Easy,42.0%,1.4530730183368297,https://leetcode.com/problems/house-robber
Google,840,Magic Squares In Grid,Easy,37.3%,1.4487804380676268,https://leetcode.com/problems/magic-squares-in-grid
Google,379,Design Phone Directory,Medium,46.8%,1.4414136603409702,https://leetcode.com/problems/design-phone-directory
Google,36,Valid Sudoku,Medium,48.7%,1.4380633209074283,https://leetcode.com/problems/valid-sudoku
Google,187,Repeated DNA Sequences,Medium,38.9%,1.434475303170948,https://leetcode.com/problems/repeated-dna-sequences
Google,1376,Time Needed to Inform All Employees,Medium,55.4%,1.4230632089069797,https://leetcode.com/problems/time-needed-to-inform-all-employees
Google,460,LFU Cache,Hard,34.2%,1.4218193322822756,https://leetcode.com/problems/lfu-cache
Google,206,Reverse Linked List,Easy,62.5%,1.4160805749916772,https://leetcode.com/problems/reverse-linked-list
Google,635,Design Log Storage System,Medium,58.6%,1.4065285144838586,https://leetcode.com/problems/design-log-storage-system
Google,676,Implement Magic Dictionary,Medium,54.5%,1.40157555735501,https://leetcode.com/problems/implement-magic-dictionary
Google,240,Search a 2D Matrix II,Medium,43.2%,1.397412157481839,https://leetcode.com/problems/search-a-2d-matrix-ii
Google,277,Find the Celebrity,Medium,41.8%,1.3898674725847917,https://leetcode.com/problems/find-the-celebrity
Google,236,Lowest Common Ancestor of a Binary Tree,Medium,45.7%,1.374560100967507,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree
Google,373,Find K Pairs with Smallest Sums,Medium,36.7%,1.3696902060678553,https://leetcode.com/problems/find-k-pairs-with-smallest-sums
Google,469,Convex Polygon,Medium,37.0%,1.3618033411115948,https://leetcode.com/problems/convex-polygon
Google,389,Find the Difference,Easy,55.3%,1.3593946914822543,https://leetcode.com/problems/find-the-difference
Google,8,String to Integer (atoi),Medium,15.4%,1.3541748116977779,https://leetcode.com/problems/string-to-integer-atoi
Google,134,Gas Station,Medium,38.5%,1.3515647395923693,https://leetcode.com/problems/gas-station
Google,1056,Confusing Number,Easy,48.6%,1.3352447017682632,https://leetcode.com/problems/confusing-number
Google,604,Design Compressed String Iterator,Easy,37.5%,1.33500106673234,https://leetcode.com/problems/design-compressed-string-iterator
Google,65,Valid Number,Hard,15.3%,1.3343924239868317,https://leetcode.com/problems/valid-number
Google,540,Single Element in a Sorted Array,Medium,57.9%,1.3332638907385543,https://leetcode.com/problems/single-element-in-a-sorted-array
Google,327,Count of Range Sum,Hard,35.2%,1.3151273131514118,https://leetcode.com/problems/count-of-range-sum
Google,64,Minimum Path Sum,Medium,54.5%,1.3111693715773884,https://leetcode.com/problems/minimum-path-sum
Google,1293,Shortest Path in a Grid with Obstacles Elimination,Hard,42.8%,1.3085741032802551,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination
Google,63,Unique Paths II,Medium,34.6%,1.3028961064600377,https://leetcode.com/problems/unique-paths-ii
Google,287,Find the Duplicate Number,Medium,55.5%,1.3001852737512336,https://leetcode.com/problems/find-the-duplicate-number
Google,238,Product of Array Except Self,Medium,60.1%,1.2980649899084507,https://leetcode.com/problems/product-of-array-except-self
Google,582,Kill Process,Medium,60.8%,1.29092971360129,https://leetcode.com/problems/kill-process
Google,760,Find Anagram Mappings,Easy,81.1%,1.28919687074147,https://leetcode.com/problems/find-anagram-mappings
Google,283,Move Zeroes,Easy,57.8%,1.2810983755784693,https://leetcode.com/problems/move-zeroes
Google,300,Longest Increasing Subsequence,Medium,42.6%,1.268288616580214,https://leetcode.com/problems/longest-increasing-subsequence
Google,282,Expression Add Operators,Hard,35.5%,1.2560118342510336,https://leetcode.com/problems/expression-add-operators
Google,1423,Maximum Points You Can Obtain from Cards,Medium,42.6%,1.2507878542842488,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards
Google,688,Knight Probability in Chessboard,Medium,48.9%,1.2499797771635763,https://leetcode.com/problems/knight-probability-in-chessboard
Google,251,Flatten 2D Vector,Medium,45.7%,1.2441496508172531,https://leetcode.com/problems/flatten-2d-vector
Google,543,Diameter of Binary Tree,Easy,48.4%,1.2410094815743256,https://leetcode.com/problems/diameter-of-binary-tree
Google,419,Battleships in a Board,Medium,70.0%,1.235401421299467,https://leetcode.com/problems/battleships-in-a-board
Google,46,Permutations,Medium,63.5%,1.2336433836123861,https://leetcode.com/problems/permutations
Google,117,Populating Next Right Pointers in Each Node II,Medium,39.1%,1.2262318152453044,https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii
Google,169,Majority Element,Easy,58.7%,1.2203145472414236,https://leetcode.com/problems/majority-element
Google,381,Insert Delete GetRandom O(1) - Duplicates allowed,Hard,34.1%,1.218903162629457,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed
Google,702,Search in a Sorted Array of Unknown Size,Medium,66.9%,1.2132888805290027,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size
Google,69,Sqrt(x),Easy,33.9%,1.2132645404949816,https://leetcode.com/problems/sqrtx
Google,773,Sliding Puzzle,Hard,59.3%,1.2123711740247678,https://leetcode.com/problems/sliding-puzzle
Google,1547,Minimum Cost to Cut a Stick,Hard,47.2%,1.209837923778334,https://leetcode.com/problems/minimum-cost-to-cut-a-stick
Google,652,Find Duplicate Subtrees,Medium,50.2%,1.202729796086339,https://leetcode.com/problems/find-duplicate-subtrees
Google,695,Max Area of Island,Medium,62.7%,1.2020238907871306,https://leetcode.com/problems/max-area-of-island
Google,137,Single Number II,Medium,52.4%,1.1931677117978516,https://leetcode.com/problems/single-number-ii
Google,97,Interleaving String,Hard,31.5%,1.1879190873014442,https://leetcode.com/problems/interleaving-string
Google,14,Longest Common Prefix,Easy,35.4%,1.1781239985331302,https://leetcode.com/problems/longest-common-prefix
Google,316,Remove Duplicate Letters,Hard,35.8%,1.1735295306839129,https://leetcode.com/problems/remove-duplicate-letters
Google,96,Unique Binary Search Trees,Medium,52.9%,1.1727092071285163,https://leetcode.com/problems/unique-binary-search-trees
Google,322,Coin Change,Medium,35.5%,1.1724702608205295,https://leetcode.com/problems/coin-change
Google,214,Shortest Palindrome,Hard,29.8%,1.171269934244185,https://leetcode.com/problems/shortest-palindrome
Google,188,Best Time to Buy and Sell Stock IV,Hard,28.0%,1.1638791040687415,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv
Google,230,Kth Smallest Element in a BST,Medium,60.2%,1.1554440075543555,https://leetcode.com/problems/kth-smallest-element-in-a-bst
Google,807,Max Increase to Keep City Skyline,Medium,83.7%,1.1546614400537725,https://leetcode.com/problems/max-increase-to-keep-city-skyline
Google,98,Validate Binary Search Tree,Medium,27.8%,1.1471403639879219,https://leetcode.com/problems/validate-binary-search-tree
Google,378,Kth Smallest Element in a Sorted Matrix,Medium,54.3%,1.141935540964707,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix
Google,356,Line Reflection,Medium,31.8%,1.1410897169352259,https://leetcode.com/problems/line-reflection
Google,889,Construct Binary Tree from Preorder and Postorder Traversal,Medium,66.2%,1.1388310862262734,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal
Google,261,Graph Valid Tree,Medium,42.2%,1.1348459115293956,https://leetcode.com/problems/graph-valid-tree
Google,365,Water and Jug Problem,Medium,30.6%,1.1339839168203882,https://leetcode.com/problems/water-and-jug-problem
Google,242,Valid Anagram,Easy,56.9%,1.1337861426369056,https://leetcode.com/problems/valid-anagram
Google,535,Encode and Decode TinyURL,Medium,79.9%,1.1316441041287915,https://leetcode.com/problems/encode-and-decode-tinyurl
Google,920,Number of Music Playlists,Hard,46.5%,1.1260112628562242,https://leetcode.com/problems/number-of-music-playlists
Google,560,Subarray Sum Equals K,Medium,43.9%,1.1235306387302475,https://leetcode.com/problems/subarray-sum-equals-k
Google,32,Longest Valid Parentheses,Hard,28.4%,1.118250382006353,https://leetcode.com/problems/longest-valid-parentheses
Google,660,Remove 9,Hard,53.3%,1.11365016603265,https://leetcode.com/problems/remove-9
Google,986,Interval List Intersections,Medium,67.3%,1.110184644469336,https://leetcode.com/problems/interval-list-intersections
Google,7,Reverse Integer,Easy,25.8%,1.108160891856326,https://leetcode.com/problems/reverse-integer
Google,50,Pow(x;n),Medium,30.3%,1.1070626497293488,https://leetcode.com/problems/powx-n
Google,310,Minimum Height Trees,Medium,32.3%,1.1006741450686683,https://leetcode.com/problems/minimum-height-trees
Google,116,Populating Next Right Pointers in Each Node,Medium,45.2%,1.100206500790656,https://leetcode.com/problems/populating-next-right-pointers-in-each-node
Google,609,Find Duplicate File in System,Medium,59.5%,1.0830779957059256,https://leetcode.com/problems/find-duplicate-file-in-system
Google,1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,Hard,69.5%,1.076872302031704,https://leetcode.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix
Google,1320,Minimum Distance to Type a Word Using Two Fingers,Hard,62.3%,1.0722415922055613,https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers
Google,110,Balanced Binary Tree,Easy,43.5%,1.071569125381682,https://leetcode.com/problems/balanced-binary-tree
Google,152,Maximum Product Subarray,Medium,31.7%,1.0711419371241067,https://leetcode.com/problems/maximum-product-subarray
Google,636,Exclusive Time of Functions,Medium,51.9%,1.070608304685468,https://leetcode.com/problems/exclusive-time-of-functions
Google,1406,Stone Game III,Hard,56.1%,1.0667370801376608,https://leetcode.com/problems/stone-game-iii
Google,207,Course Schedule,Medium,43.1%,1.0620388108009178,https://leetcode.com/problems/course-schedule
Google,973,K Closest Points to Origin,Medium,63.8%,1.056430236960672,https://leetcode.com/problems/k-closest-points-to-origin
Google,382,Linked List Random Node,Medium,52.1%,1.0518252914636277,https://leetcode.com/problems/linked-list-random-node
Google,518,Coin Change 2,Medium,50.2%,1.0350747721186435,https://leetcode.com/problems/coin-change-2
Google,108,Convert Sorted Array to Binary Search Tree,Easy,57.9%,1.0312292914220618,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree
Google,593,Valid Square,Medium,43.1%,1.0280149957655906,https://leetcode.com/problems/valid-square
Google,132,Palindrome Partitioning II,Hard,30.2%,1.0250591631135415,https://leetcode.com/problems/palindrome-partitioning-ii
Google,209,Minimum Size Subarray Sum,Medium,38.2%,1.0211948696431747,https://leetcode.com/problems/minimum-size-subarray-sum
Google,890,Find and Replace Pattern,Medium,73.4%,1.018488356123473,https://leetcode.com/problems/find-and-replace-pattern
Google,932,Beautiful Array,Medium,58.3%,1.016168619457035,https://leetcode.com/problems/beautiful-array
Google,165,Compare Version Numbers,Medium,27.4%,1.0133719431344332,https://leetcode.com/problems/compare-version-numbers
Google,551,Student Attendance Record I,Easy,46.0%,1.013125564623525,https://leetcode.com/problems/student-attendance-record-i
Google,273,Integer to English Words,Hard,27.1%,1.0116837788838309,https://leetcode.com/problems/integer-to-english-words
Google,156,Binary Tree Upside Down,Medium,55.0%,1.002597635428521,https://leetcode.com/problems/binary-tree-upside-down
Google,384,Shuffle an Array,Medium,52.8%,0.991100943542345,https://leetcode.com/problems/shuffle-an-array
Google,254,Factor Combinations,Medium,46.7%,0.9907010014908804,https://leetcode.com/problems/factor-combinations
Google,480,Sliding Window Median,Hard,37.2%,0.9861751440709843,https://leetcode.com/problems/sliding-window-median
Google,140,Word Break II,Hard,32.6%,0.9658937940696543,https://leetcode.com/problems/word-break-ii
Google,220,Contains Duplicate III,Medium,20.9%,0.960150927542337,https://leetcode.com/problems/contains-duplicate-iii
Google,202,Happy Number,Easy,50.4%,0.9590834376749943,https://leetcode.com/problems/happy-number
Google,770,Basic Calculator IV,Hard,48.1%,0.9582549309731873,https://leetcode.com/problems/basic-calculator-iv
Google,422,Valid Word Square,Easy,37.7%,0.9560140838920023,https://leetcode.com/problems/valid-word-square
Google,1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,Medium,48.6%,0.9555114450274365,https://leetcode.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold
Google,836,Rectangle Overlap,Easy,48.6%,0.9437460453040576,https://leetcode.com/problems/rectangle-overlap
Google,348,Design Tic-Tac-Toe,Medium,54.3%,0.9433716904768258,https://leetcode.com/problems/design-tic-tac-toe
Google,12,Integer to Roman,Medium,55.1%,0.940669796034403,https://leetcode.com/problems/integer-to-roman
Google,721,Accounts Merge,Medium,48.8%,0.933866541008227,https://leetcode.com/problems/accounts-merge
Google,105,Construct Binary Tree from Preorder and Inorder Traversal,Medium,48.8%,0.93083104323616,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal
Google,335,Self Crossing,Hard,28.0%,0.921320080279157,https://leetcode.com/problems/self-crossing
Google,227,Basic Calculator II,Medium,36.9%,0.9201510193402352,https://leetcode.com/problems/basic-calculator-ii
Google,167,Two Sum II - Input array is sorted,Easy,54.1%,0.9176979974586995,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted
Google,1352,Product of the Last K Numbers,Medium,43.6%,0.9062105990867559,https://leetcode.com/problems/product-of-the-last-k-numbers
Google,120,Triangle,Medium,44.2%,0.9038215752118431,https://leetcode.com/problems/triangle
Google,1121,Divide Array Into Increasing Sequences,Hard,56.9%,0.8873031950009028,https://leetcode.com/problems/divide-array-into-increasing-sequences
