ID,Title,Difficulty,Acceptance,Companies,CompanyCount,AvgFrequency,LeetCodeLink
267,Palindrome Permutation II,Medium,36.4%,"Amazon, Google, Microsoft, Uber",4,0.777,https://leetcode.com/problems/palindrome-permutation-ii
1011,Capacity To Ship Packages Within D Days,Medium,58.1%,"Amazon, Apple, Google, Uber",4,0.713,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days
120,Triangle,Medium,44.2%,"Amazon, Apple, Google, Microsoft",4,0.705,https://leetcode.com/problems/triangle
365,Water and Jug Problem,Medium,30.6%,"Amazon, Google, Microsoft, Uber",4,0.694,https://leetcode.com/problems/water-and-jug-problem
392,Is Subsequence,Easy,49.2%,"Amazon, Facebook, Google, Meta",4,0.654,https://leetcode.com/problems/is-subsequence
250,Count Univalue Subtrees,Medium,52.0%,"Amazon, Facebook, Google, Meta",4,0.633,https://leetcode.com/problems/count-univalue-subtrees
241,Different Ways to Add Parentheses,Medium,55.2%,"Amazon, Facebook, Google, Meta",4,0.629,https://leetcode.com/problems/different-ways-to-add-parentheses
90,Subsets II,Medium,47.1%,"Amazon, Facebook, Meta, Microsoft",4,0.611,https://leetcode.com/problems/subsets-ii
805,Split Array With Same Average,Hard,26.4%,"Amazon, Google, Microsoft, Uber",4,0.599,https://leetcode.com/problems/split-array-with-same-average
486,Predict the Winner,Medium,47.9%,"Amazon, Apple, Google, Uber",4,0.595,https://leetcode.com/problems/predict-the-winner
776,Split BST,Medium,55.8%,"Amazon, Facebook, Google, Meta",4,0.589,https://leetcode.com/problems/split-bst
788,Rotated Digits,Easy,57.1%,"Facebook, Google, Meta, Microsoft",4,0.586,https://leetcode.com/problems/rotated-digits
185,Department Top Three Salaries,Hard,34.5%,"Adobe, Amazon, Google, Netflix",4,0.578,https://leetcode.com/problems/department-top-three-salaries
195,Tenth Line,Easy,33.0%,"Adobe, Apple, Google, Oracle",4,0.556,https://leetcode.com/problems/tenth-line
792,Number of Matching Subsequences,Medium,47.4%,"Amazon, Facebook, Google, Meta",4,0.51,https://leetcode.com/problems/number-of-matching-subsequences
1026,Maximum Difference Between Node and Ancestor,Medium,66.0%,"Amazon, Facebook, Google, Meta",4,0.505,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor
542,01 Matrix,Medium,39.8%,"Amazon, Apple, Google, Uber",4,0.496,https://leetcode.com/problems/01-matrix
742,Closest Leaf in a Binary Tree,Medium,43.6%,"Amazon, Facebook, Google, Meta",4,0.482,https://leetcode.com/problems/closest-leaf-in-a-binary-tree
1219,Path with Maximum Gold,Medium,65.1%,"Amazon, Facebook, Google, Meta",4,0.48,https://leetcode.com/problems/path-with-maximum-gold
382,Linked List Random Node,Medium,52.1%,"Amazon, Facebook, Google, Meta",4,0.473,https://leetcode.com/problems/linked-list-random-node
801,Minimum Swaps To Make Sequences Increasing,Medium,38.9%,"Amazon, Facebook, Google, Meta",4,0.469,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing
671,Second Minimum Node In a Binary Tree,Easy,42.7%,"Amazon, LinkedIn, Microsoft, Uber",4,0.465,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree
839,Similar String Groups,Hard,38.6%,"Amazon, Facebook, Google, Meta",4,0.461,https://leetcode.com/problems/similar-string-groups
676,Implement Magic Dictionary,Medium,54.5%,"Facebook, Google, Meta, Microsoft",4,0.443,https://leetcode.com/problems/implement-magic-dictionary
887,Super Egg Drop,Hard,27.1%,"Facebook, Google, Meta, Microsoft",4,0.418,https://leetcode.com/problems/super-egg-drop
628,Maximum Product of Three Numbers,Easy,47.1%,"Amazon, Apple, Facebook, Meta",4,0.403,https://leetcode.com/problems/maximum-product-of-three-numbers
493,Reverse Pairs,Hard,25.2%,"Amazon, Google, Microsoft, Uber",4,0.391,https://leetcode.com/problems/reverse-pairs
862,Shortest Subarray with Sum at Least K,Hard,24.6%,"Amazon, Facebook, Google, Meta",4,0.368,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k
220,Contains Duplicate III,Medium,20.9%,"Adobe, Apple, Google, Microsoft",4,0.366,https://leetcode.com/problems/contains-duplicate-iii
420,Strong Password Checker,Hard,14.0%,"Adobe, Amazon, Google, Uber",4,0.364,https://leetcode.com/problems/strong-password-checker
1242,Web Crawler Multithreaded,Medium,45.9%,"Amazon, Facebook, Meta, Oracle",4,0.364,https://leetcode.com/problems/web-crawler-multithreaded
936,Stamping The Sequence,Hard,42.8%,"Facebook, Google, Meta, Uber",4,0.353,https://leetcode.com/problems/stamping-the-sequence
1038,Binary Search Tree to Greater Sum Tree,Medium,80.8%,"Amazon, Apple, Microsoft, Uber",4,0.345,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree
377,Combination Sum IV,Medium,45.3%,"Amazon, Facebook, Google, Meta",4,0.344,https://leetcode.com/problems/combination-sum-iv
997,Find the Town Judge,Easy,50.1%,"Amazon, Facebook, Google, Meta",4,0.343,https://leetcode.com/problems/find-the-town-judge
1031,Maximum Sum of Two Non-Overlapping Subarrays,Medium,57.9%,"Amazon, Facebook, Google, Meta",4,0.303,https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays
413,Arithmetic Slices,Medium,57.9%,"Amazon, Facebook, Meta, Microsoft",4,0.293,https://leetcode.com/problems/arithmetic-slices
448,Find All Numbers Disappeared in an Array,Easy,55.9%,"Adobe, Apple, Google, Microsoft",4,0.273,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array
918,Maximum Sum Circular Subarray,Medium,33.7%,"Amazon, Facebook, Meta, Uber",4,0.259,https://leetcode.com/problems/maximum-sum-circular-subarray
1233,Remove Sub-Folders from the Filesystem,Medium,59.5%,"Amazon, Facebook, Google, Meta",4,0.257,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem
1275,Find Winner on a Tic Tac Toe Game,Easy,52.8%,"Amazon, Apple, Facebook, Meta",4,0.227,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game
617,Merge Two Binary Trees,Easy,74.1%,"Adobe, Amazon, Apple, Oracle",4,0.221,https://leetcode.com/problems/merge-two-binary-trees
735,Asteroid Collision,Medium,41.0%,"Amazon, Google, Microsoft, Uber",4,0.218,https://leetcode.com/problems/asteroid-collision
383,Ransom Note,Easy,53.1%,"Amazon, Apple, Microsoft, Spotify",4,0.217,https://leetcode.com/problems/ransom-note
1245,Tree Diameter,Medium,60.1%,"Amazon, Facebook, Google, Meta",4,0.215,https://leetcode.com/problems/tree-diameter
968,Binary Tree Cameras,Hard,37.5%,"Facebook, Google, Meta, Uber",4,0.199,https://leetcode.com/problems/binary-tree-cameras
172,Factorial Trailing Zeroes,Easy,37.8%,"Amazon, Facebook, Meta, Microsoft",4,0.189,https://leetcode.com/problems/factorial-trailing-zeroes
714,Best Time to Buy and Sell Stock with Transaction Fee,Medium,54.7%,"Amazon, Facebook, Google, Meta",4,0.185,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee
532,K-diff Pairs in an Array,Easy,31.6%,"Amazon, Microsoft, Oracle, X",4,0.172,https://leetcode.com/problems/k-diff-pairs-in-an-array
821,Shortest Distance to a Character,Easy,66.9%,"Apple, Facebook, Google, Meta",4,0.171,https://leetcode.com/problems/shortest-distance-to-a-character
367,Valid Perfect Square,Easy,41.7%,"Amazon, Google, LinkedIn, Microsoft",4,0.168,https://leetcode.com/problems/valid-perfect-square
1254,Number of Closed Islands,Medium,60.5%,"Amazon, Facebook, Google, Meta",4,0.141,https://leetcode.com/problems/number-of-closed-islands
646,Maximum Length of Pair Chain,Medium,51.9%,"Amazon, Facebook, Meta, Uber",4,0.133,https://leetcode.com/problems/maximum-length-of-pair-chain
884,Uncommon Words from Two Sentences,Easy,63.3%,"Amazon, Facebook, Meta, Microsoft",4,0.133,https://leetcode.com/problems/uncommon-words-from-two-sentences
916,Word Subsets,Medium,47.8%,"Amazon, Facebook, Google, Meta",4,0.112,https://leetcode.com/problems/word-subsets
190,Reverse Bits,Easy,39.8%,"Amazon, Apple, Google, Samsung",4,0.103,https://leetcode.com/problems/reverse-bits
1021,Remove Outermost Parentheses,Easy,78.0%,"Apple, Facebook, Google, Meta",4,0.09,https://leetcode.com/problems/remove-outermost-parentheses
832,Flipping an Image,Easy,76.2%,"Facebook, Google, Meta, Microsoft",4,0.084,https://leetcode.com/problems/flipping-an-image
376,Wiggle Subsequence,Medium,39.6%,"Amazon, Facebook, Meta, Uber",4,0.073,https://leetcode.com/problems/wiggle-subsequence
80,Remove Duplicates from Sorted Array II,Medium,44.0%,"Amazon, Facebook, Google, Meta",4,0.063,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii
260,Single Number III,Medium,64.3%,"Amazon, Apple, Facebook, Meta",4,0.04,https://leetcode.com/problems/single-number-iii
1305,All Elements in Two Binary Search Trees,Medium,76.1%,"Amazon, Facebook, Meta, Oracle",4,0.036,https://leetcode.com/problems/all-elements-in-two-binary-search-trees
1304,Find N Unique Integers Sum up to Zero,Easy,76.3%,"Amazon, Facebook, Meta, Microsoft",4,0.032,https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero
157,Read N Characters Given Read4,Easy,34.2%,"Facebook, Google, Meta",3,3.762,https://leetcode.com/problems/read-n-characters-given-read4
247,Strobogrammatic Number II,Medium,47.6%,"Facebook, Google, Meta",3,2.736,https://leetcode.com/problems/strobogrammatic-number-ii
360,Sort Transformed Array,Medium,48.8%,"Facebook, Google, Meta",3,2.705,https://leetcode.com/problems/sort-transformed-array
246,Strobogrammatic Number,Easy,45.0%,"Facebook, Google, Meta",3,2.61,https://leetcode.com/problems/strobogrammatic-number
364,Nested List Weight Sum II,Medium,62.8%,"Facebook, LinkedIn, Meta",3,2.523,https://leetcode.com/problems/nested-list-weight-sum-ii
689,Maximum Sum of 3 Non-Overlapping Subarrays,Hard,46.3%,"Facebook, Google, Meta",3,2.491,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays
244,Shortest Word Distance II,Medium,52.3%,"Amazon, LinkedIn, Uber",3,2.344,https://leetcode.com/problems/shortest-word-distance-ii
361,Bomb Enemy,Medium,46.0%,"Amazon, Google, Uber",3,2.208,https://leetcode.com/problems/bomb-enemy
465,Optimal Account Balancing,Hard,46.9%,"Amazon, Google, Uber",3,2.2,https://leetcode.com/problems/optimal-account-balancing
683,K Empty Slots,Hard,35.6%,"Amazon, Google, Microsoft",3,2.152,https://leetcode.com/problems/k-empty-slots
254,Factor Combinations,Medium,46.7%,"Google, LinkedIn, Uber",3,2.008,https://leetcode.com/problems/factor-combinations
366,Find Leaves of Binary Tree,Medium,70.6%,"Amazon, Google, LinkedIn",3,1.728,https://leetcode.com/problems/find-leaves-of-binary-tree
994,Rotting Oranges,Medium,49.2%,"Adobe, Amazon, Microsoft",3,1.719,https://leetcode.com/problems/rotting-oranges
635,Design Log Storage System,Medium,58.6%,"Amazon, Google, X",3,1.682,https://leetcode.com/problems/design-log-storage-system
271,Encode and Decode Strings,Medium,31.5%,"Google, Microsoft, X",3,1.635,https://leetcode.com/problems/encode-and-decode-strings
248,Strobogrammatic Number III,Hard,39.6%,"Facebook, Google, Meta",3,1.63,https://leetcode.com/problems/strobogrammatic-number-iii
433,Minimum Genetic Mutation,Medium,41.8%,"Amazon, Google, X",3,1.611,https://leetcode.com/problems/minimum-genetic-mutation
616,Add Bold Tag in String,Medium,43.1%,"Facebook, Google, Meta",3,1.547,https://leetcode.com/problems/add-bold-tag-in-string
291,Word Pattern II,Hard,43.4%,"Facebook, Meta, Uber",3,1.474,https://leetcode.com/problems/word-pattern-ii
400,Nth Digit,Medium,31.7%,"Facebook, Google, Meta",3,1.36,https://leetcode.com/problems/nth-digit
363,Max Sum of Rectangle No Larger Than K,Hard,37.3%,"Facebook, Google, Meta",3,1.346,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k
408,Valid Word Abbreviation,Easy,30.6%,"Facebook, Google, Meta",3,1.343,https://leetcode.com/problems/valid-word-abbreviation
186,Reverse Words in a String II,Medium,43.3%,"Amazon, Microsoft, Uber",3,1.338,https://leetcode.com/problems/reverse-words-in-a-string-ii
591,Tag Validator,Hard,34.3%,"Google, Microsoft, Uber",3,1.338,https://leetcode.com/problems/tag-validator
815,Bus Routes,Hard,42.5%,"Amazon, Google, Uber",3,1.312,https://leetcode.com/problems/bus-routes
391,Perfect Rectangle,Hard,30.5%,"Apple, Google, Uber",3,1.253,https://leetcode.com/problems/perfect-rectangle
727,Minimum Window Subsequence,Hard,41.8%,"Amazon, Google, Microsoft",3,1.236,https://leetcode.com/problems/minimum-window-subsequence
750,Number Of Corner Rectangles,Medium,66.4%,"Facebook, Google, Meta",3,1.229,https://leetcode.com/problems/number-of-corner-rectangles
1055,Shortest Way to Form String,Medium,56.9%,"Facebook, Google, Meta",3,1.216,https://leetcode.com/problems/shortest-way-to-form-string
833,Find And Replace in String,Medium,50.4%,"Google, LinkedIn, Microsoft",3,1.208,https://leetcode.com/problems/find-and-replace-in-string
640,Solve the Equation,Medium,42.0%,"Amazon, Google, Uber",3,1.17,https://leetcode.com/problems/solve-the-equation
477,Total Hamming Distance,Medium,50.4%,"Facebook, Google, Meta",3,1.138,https://leetcode.com/problems/total-hamming-distance
921,Minimum Add to Make Parentheses Valid,Medium,73.7%,"Amazon, Facebook, Meta",3,1.133,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid
780,Reaching Points,Hard,29.4%,"Google, Uber, X",3,1.048,https://leetcode.com/problems/reaching-points
687,Longest Univalue Path,Easy,36.2%,"Amazon, Apple, Google",3,1.033,https://leetcode.com/problems/longest-univalue-path
557,Reverse Words in a String III,Easy,69.8%,"Amazon, Apple, Microsoft",3,1.018,https://leetcode.com/problems/reverse-words-in-a-string-iii
354,Russian Doll Envelopes,Hard,35.6%,"Amazon, Google, Microsoft",3,0.997,https://leetcode.com/problems/russian-doll-envelopes
319,Bulb Switcher,Medium,45.4%,"Amazon, Facebook, Meta",3,0.986,https://leetcode.com/problems/bulb-switcher
837,New 21 Game,Medium,34.6%,"Apple, Google, Uber",3,0.962,https://leetcode.com/problems/new-21-game
536,Construct Binary Tree from String,Medium,48.3%,"Amazon, Facebook, Meta",3,0.93,https://leetcode.com/problems/construct-binary-tree-from-string
723,Candy Crush,Medium,69.2%,"Facebook, Google, Meta",3,0.903,https://leetcode.com/problems/candy-crush
1123,Lowest Common Ancestor of Deepest Leaves,Medium,66.8%,"Facebook, Google, Meta",3,0.838,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves
324,Wiggle Sort II,Medium,29.9%,"Facebook, Google, Meta",3,0.801,https://leetcode.com/problems/wiggle-sort-ii
743,Network Delay Time,Medium,45.0%,"Amazon, Google, Microsoft",3,0.799,https://leetcode.com/problems/network-delay-time
174,Dungeon Game,Hard,32.3%,"Amazon, Google, Microsoft",3,0.769,https://leetcode.com/problems/dungeon-game
115,Distinct Subsequences,Hard,38.3%,"Adobe, Amazon, Google",3,0.741,https://leetcode.com/problems/distinct-subsequences
702,Search in a Sorted Array of Unknown Size,Medium,66.9%,"Amazon, Google, Microsoft",3,0.732,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size
745,Prefix and Suffix Search,Hard,34.1%,"Facebook, Google, Meta",3,0.72,https://leetcode.com/problems/prefix-and-suffix-search
459,Repeated Substring Pattern,Easy,42.2%,"Amazon, Google, Microsoft",3,0.704,https://leetcode.com/problems/repeated-substring-pattern
871,Minimum Number of Refueling Stops,Hard,31.4%,"Amazon, Google, Microsoft",3,0.683,https://leetcode.com/problems/minimum-number-of-refueling-stops
456,132 Pattern,Medium,28.9%,"Amazon, Google, Oracle",3,0.675,https://leetcode.com/problems/132-pattern
1155,Number of Dice Rolls With Target Sum,Medium,49.0%,"Amazon, Google, Microsoft",3,0.668,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum
405,Convert a Number to Hexadecimal,Easy,43.9%,"Facebook, Meta, Microsoft",3,0.66,https://leetcode.com/problems/convert-a-number-to-hexadecimal
710,Random Pick with Blacklist,Hard,32.5%,"Amazon, Google, Uber",3,0.651,https://leetcode.com/problems/random-pick-with-blacklist
769,Max Chunks To Make Sorted,Medium,54.8%,"Google, Microsoft, Uber",3,0.648,https://leetcode.com/problems/max-chunks-to-make-sorted
86,Partition List,Medium,41.5%,"Amazon, Apple, Microsoft",3,0.616,https://leetcode.com/problems/partition-list
1094,Car Pooling,Medium,56.7%,"Amazon, Facebook, Meta",3,0.606,https://leetcode.com/problems/car-pooling
639,Decode Ways II,Hard,26.6%,"Facebook, Google, Meta",3,0.589,https://leetcode.com/problems/decode-ways-ii
355,Design Twitter,Medium,30.3%,"Amazon, Oracle, X",3,0.586,https://leetcode.com/problems/design-twitter
389,Find the Difference,Easy,55.3%,"Adobe, Amazon, Google",3,0.54,https://leetcode.com/problems/find-the-difference
637,Average of Levels in Binary Tree,Easy,63.1%,"Amazon, Facebook, Meta",3,0.539,https://leetcode.com/problems/average-of-levels-in-binary-tree
582,Kill Process,Medium,60.8%,"Amazon, Apple, Google",3,0.486,https://leetcode.com/problems/kill-process
593,Valid Square,Medium,43.1%,"Facebook, Google, Meta",3,0.464,https://leetcode.com/problems/valid-square
690,Employee Importance,Easy,57.3%,"Amazon, Google, Uber",3,0.445,https://leetcode.com/problems/employee-importance
343,Integer Break,Medium,50.4%,"Adobe, Apple, Google",3,0.414,https://leetcode.com/problems/integer-break
1136,Parallel Courses,Hard,61.1%,"Google, Microsoft, Uber",3,0.408,https://leetcode.com/problems/parallel-courses
1269,Number of Ways to Stay in the Same Place After Some Steps,Hard,43.2%,"Facebook, Google, Meta",3,0.403,https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps
890,Find and Replace Pattern,Medium,73.4%,"Amazon, Apple, Google",3,0.4,https://leetcode.com/problems/find-and-replace-pattern
470,Implement Rand10() Using Rand7(),Medium,46.3%,"Apple, LinkedIn, Microsoft",3,0.393,https://leetcode.com/problems/implement-rand10-using-rand7
213,House Robber II,Medium,36.5%,"Amazon, Google, Microsoft",3,0.377,https://leetcode.com/problems/house-robber-ii
992,Subarrays with K Different Integers,Hard,48.6%,"Amazon, Google, Uber",3,0.363,https://leetcode.com/problems/subarrays-with-k-different-integers
561,Array Partition I,Easy,72.0%,"Adobe, Amazon, Apple",3,0.284,https://leetcode.com/problems/array-partition-i
1424,Diagonal Traverse II,Medium,42.4%,"Facebook, Google, Meta",3,0.275,https://leetcode.com/problems/diagonal-traverse-ii
397,Integer Replacement,Medium,32.9%,"Amazon, Google, Microsoft",3,0.269,https://leetcode.com/problems/integer-replacement
446,Arithmetic Slices II - Subsequence,Hard,32.7%,"Adobe, Facebook, Meta",3,0.254,https://leetcode.com/problems/arithmetic-slices-ii-subsequence
368,Largest Divisible Subset,Medium,38.0%,"Adobe, Amazon, Google",3,0.247,https://leetcode.com/problems/largest-divisible-subset
184,Department Highest Salary,Medium,36.7%,"Amazon, Apple, Oracle",3,0.247,https://leetcode.com/problems/department-highest-salary
216,Combination Sum III,Medium,56.6%,"Amazon, Google, Microsoft",3,0.238,https://leetcode.com/problems/combination-sum-iii
901,Online Stock Span,Medium,60.2%,"Amazon, Google, Microsoft",3,0.231,https://leetcode.com/problems/online-stock-span
778,Swim in Rising Water,Hard,53.1%,"Facebook, Google, Meta",3,0.231,https://leetcode.com/problems/swim-in-rising-water
1122,Relative Sort Array,Easy,67.7%,"Amazon, Google, Microsoft",3,0.203,https://leetcode.com/problems/relative-sort-array
119,Pascal's Triangle II,Easy,49.0%,"Amazon, Google, Oracle",3,0.194,https://leetcode.com/problems/pascals-triangle-ii
541,Reverse String II,Easy,48.4%,"Amazon, Google, Microsoft",3,0.192,https://leetcode.com/problems/reverse-string-ii
1002,Find Common Characters,Easy,67.6%,"Adobe, Amazon, Apple",3,0.178,https://leetcode.com/problems/find-common-characters
663,Equal Tree Partition,Medium,39.5%,"Amazon, Facebook, Meta",3,0.172,https://leetcode.com/problems/equal-tree-partition
1360,Number of Days Between Two Dates,Easy,48.8%,"Amazon, Facebook, Meta",3,0.17,https://leetcode.com/problems/number-of-days-between-two-dates
1209,Remove All Adjacent Duplicates in String II,Medium,56.9%,"Facebook, Google, Meta",3,0.155,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii
581,Shortest Unsorted Continuous Subarray,Easy,31.1%,"Amazon, Google, Uber",3,0.145,https://leetcode.com/problems/shortest-unsorted-continuous-subarray
1053,Previous Permutation With One Swap,Medium,48.5%,"Facebook, Meta, Microsoft",3,0.139,https://leetcode.com/problems/previous-permutation-with-one-swap
264,Ugly Number II,Medium,42.0%,"Amazon, Oracle, Uber",3,0.129,https://leetcode.com/problems/ugly-number-ii
27,Remove Element,Easy,48.2%,"Amazon, Google, Microsoft",3,0.123,https://leetcode.com/problems/remove-element
995,Minimum Number of K Consecutive Bit Flips,Hard,46.8%,"Amazon, Facebook, Meta",3,0.123,https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips
144,Binary Tree Preorder Traversal,Medium,55.7%,"Amazon, Google, Microsoft",3,0.12,https://leetcode.com/problems/binary-tree-preorder-traversal
461,Hamming Distance,Easy,72.8%,"Amazon, Facebook, Meta",3,0.116,https://leetcode.com/problems/hamming-distance
931,Minimum Falling Path Sum,Medium,62.5%,"Amazon, Apple, Google",3,0.112,https://leetcode.com/problems/minimum-falling-path-sum
966,Vowel Spellchecker,Medium,47.2%,"Amazon, Facebook, Meta",3,0.107,https://leetcode.com/problems/vowel-spellchecker
665,Non-decreasing Array,Easy,19.5%,"Adobe, Amazon, Google",3,0.105,https://leetcode.com/problems/non-decreasing-array
811,Subdomain Visit Count,Easy,69.9%,"Amazon, Apple, Google",3,0.105,https://leetcode.com/problems/subdomain-visit-count
707,Design Linked List,Medium,24.5%,"Amazon, Microsoft, Oracle",3,0.104,https://leetcode.com/problems/design-linked-list
965,Univalued Binary Tree,Easy,67.7%,"Amazon, Google, Oracle",3,0.103,https://leetcode.com/problems/univalued-binary-tree
673,Number of Longest Increasing Subsequence,Medium,35.7%,"Amazon, Facebook, Meta",3,0.1,https://leetcode.com/problems/number-of-longest-increasing-subsequence
601,Human Traffic of Stadium,Hard,41.7%,"Adobe, Amazon, Uber",3,0.1,https://leetcode.com/problems/human-traffic-of-stadium
1206,Design Skiplist,Hard,57.3%,"Google, Microsoft, X",3,0.093,https://leetcode.com/problems/design-skiplist
764,Largest Plus Sign,Medium,46.0%,"Facebook, Google, Meta",3,0.087,https://leetcode.com/problems/largest-plus-sign
485,Max Consecutive Ones,Easy,54.6%,"Amazon, Google, Microsoft",3,0.066,https://leetcode.com/problems/max-consecutive-ones
962,Maximum Width Ramp,Medium,45.4%,"Facebook, Google, Meta",3,0.055,https://leetcode.com/problems/maximum-width-ramp
1287,Element Appearing More Than 25% In Sorted Array,Easy,60.2%,"Facebook, Google, Meta",3,0.049,https://leetcode.com/problems/element-appearing-more-than-25-in-sorted-array
1266,Minimum Time Visiting All Points,Easy,79.6%,"Amazon, Facebook, Meta",3,0.046,https://leetcode.com/problems/minimum-time-visiting-all-points
814,Binary Tree Pruning,Medium,74.5%,"Amazon, Google, X",3,0.044,https://leetcode.com/problems/binary-tree-pruning
1051,Height Checker,Easy,71.1%,"Adobe, Amazon, Google",3,0.039,https://leetcode.com/problems/height-checker
258,Add Digits,Easy,57.6%,"Adobe, Apple, Microsoft",3,0.035,https://leetcode.com/problems/add-digits
709,To Lower Case,Easy,79.3%,"Adobe, Apple, Google",3,0.035,https://leetcode.com/problems/to-lower-case
1498,Number of Subsequences That Satisfy the Given Sum Condition,Medium,36.7%,"Facebook, Google, Meta",3,0.029,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition
989,Add to Array-Form of Integer,Easy,44.2%,"Facebook, Google, Meta",3,0.024,https://leetcode.com/problems/add-to-array-form-of-integer
1365,How Many Numbers Are Smaller Than the Current Number,Easy,85.6%,"Adobe, Amazon, Google",3,0.016,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number
700,Search in a Binary Search Tree,Easy,73.1%,"Adobe, Apple, Google",3,0.012,https://leetcode.com/problems/search-in-a-binary-search-tree
1528,Shuffle String,Easy,86.1%,"Facebook, Meta, Microsoft",3,0.004,https://leetcode.com/problems/shuffle-string
904,Fruit Into Baskets,Medium,42.5%,"Amazon, Google",2,2.87,https://leetcode.com/problems/fruit-into-baskets
156,Binary Tree Upside Down,Medium,55.0%,"Google, LinkedIn",2,2.84,https://leetcode.com/problems/binary-tree-upside-down
896,Monotonic Array,Easy,57.9%,"Facebook, Meta",2,2.84,https://leetcode.com/problems/monotonic-array
937,Reorder Data in Log Files,Easy,54.3%,"Amazon, Apple",2,2.839,https://leetcode.com/problems/reorder-data-in-log-files
1007,Minimum Domino Rotations For Equal Row,Medium,50.0%,"Amazon, Google",2,2.812,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row
482,License Key Formatting,Easy,43.1%,"Google, X",2,2.757,https://leetcode.com/problems/license-key-formatting
825,Friends Of Appropriate Ages,Medium,42.7%,"Facebook, Meta",2,2.515,https://leetcode.com/problems/friends-of-appropriate-ages
425,Word Squares,Hard,47.7%,"Google, Oracle",2,2.512,https://leetcode.com/problems/word-squares
824,Goat Latin,Easy,63.4%,"Facebook, Meta",2,2.336,https://leetcode.com/problems/goat-latin
737,Sentence Similarity II,Medium,45.8%,"Amazon, Google",2,2.135,https://leetcode.com/problems/sentence-similarity-ii
597,Friend Requests I: Overall Acceptance Rate,Easy,41.0%,"Facebook, Meta",2,2.027,https://leetcode.com/problems/friend-requests-i-overall-acceptance-rate
1428,Leftmost Column with at Least a One,Medium,46.8%,"Facebook, Meta",2,1.959,https://leetcode.com/problems/leftmost-column-with-at-least-a-one
1096,Brace Expansion II,Hard,62.2%,"Adobe, Google",2,1.87,https://leetcode.com/problems/brace-expansion-ii
1153,String Transforms Into Another String,Hard,35.8%,"Amazon, Google",2,1.786,https://leetcode.com/problems/string-transforms-into-another-string
943,Find the Shortest Superstring,Hard,42.9%,"Amazon, Google",2,1.764,https://leetcode.com/problems/find-the-shortest-superstring
1110,Delete Nodes And Return Forest,Medium,67.0%,"Amazon, Google",2,1.759,https://leetcode.com/problems/delete-nodes-and-return-forest
457,Circular Array Loop,Medium,29.4%,"Google, Microsoft",2,1.721,https://leetcode.com/problems/circular-array-loop
369,Plus One Linked List,Medium,58.2%,"Amazon, Google",2,1.72,https://leetcode.com/problems/plus-one-linked-list
602,Friend Requests II: Who Has the Most Friends,Medium,53.4%,"Facebook, Meta",2,1.719,https://leetcode.com/problems/friend-requests-ii-who-has-the-most-friends
527,Word Abbreviation,Hard,54.3%,"Google, Uber",2,1.704,https://leetcode.com/problems/word-abbreviation
1066,Campus Bikes II,Medium,54.2%,"Amazon, Google",2,1.583,https://leetcode.com/problems/campus-bikes-ii
552,Student Attendance Record II,Hard,36.7%,"Google, Uber",2,1.571,https://leetcode.com/problems/student-attendance-record-ii
1000,Minimum Cost to Merge Stones,Hard,39.8%,"Amazon, Google",2,1.567,https://leetcode.com/problems/minimum-cost-to-merge-stones
731,My Calendar II,Medium,49.1%,"Amazon, Google",2,1.565,https://leetcode.com/problems/my-calendar-ii
849,Maximize Distance to Closest Person,Easy,42.6%,"Amazon, Google",2,1.562,https://leetcode.com/problems/maximize-distance-to-closest-person
1167,Minimum Cost to Connect Sticks,Medium,62.8%,"Amazon, Google",2,1.55,https://leetcode.com/problems/minimum-cost-to-connect-sticks
558,Logical OR of Two Binary Grids Represented as Quad-Trees,Medium,44.6%,"Amazon, Google",2,1.52,https://leetcode.com/problems/logical-or-of-two-binary-grids-represented-as-quad-trees
911,Online Election,Medium,50.4%,"Apple, Google",2,1.376,https://leetcode.com/problems/online-election
