ID,Title,Difficulty,Acceptance,Companies,CompanyCount,AvgFrequency,LeetCodeLink
900,RLE Iterator,Medium,53.5%,"Amazon, Google",2,1.3,https://leetcode.com/problems/rle-iterator
375,Guess Number Higher or Lower II,Medium,40.3%,"Adobe, Google",2,1.276,https://leetcode.com/problems/guess-number-higher-or-lower-ii
401,Binary Watch,Easy,47.5%,"Apple, Google",2,1.269,https://leetcode.com/problems/binary-watch
865,Smallest Subtree with all the Deepest Nodes,Medium,60.8%,"Facebook, Meta",2,1.261,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes
262,Trips and Users,Hard,32.7%,"Amazon, Uber",2,1.258,https://leetcode.com/problems/trips-and-users
951,Flip Equivalent Binary Trees,Medium,65.8%,"Amazon, Google",2,1.237,https://leetcode.com/problems/flip-equivalent-binary-trees
1170,Compare Strings by Frequency of the Smallest Character,Easy,58.7%,"Google, Oracle",2,1.221,https://leetcode.com/problems/compare-strings-by-frequency-of-the-smallest-character
510,Inorder Successor in BST II,Medium,58.0%,"Google, Microsoft",2,1.205,https://leetcode.com/problems/inorder-successor-in-bst-ii
447,Number of Boomerangs,Easy,51.8%,"Amazon, Google",2,1.198,https://leetcode.com/problems/number-of-boomerangs
1102,Path With Maximum Minimum Value,Medium,49.2%,"Amazon, Google",2,1.19,https://leetcode.com/problems/path-with-maximum-minimum-value
1135,Connecting Cities With Minimum Cost,Medium,57.5%,"Amazon, Uber",2,1.19,https://leetcode.com/problems/connecting-cities-with-minimum-cost
225,Implement Stack using Queues,Easy,45.1%,"Amazon, Microsoft",2,1.161,https://leetcode.com/problems/implement-stack-using-queues
770,Basic Calculator IV,Hard,48.1%,"Amazon, Google",2,1.154,https://leetcode.com/problems/basic-calculator-iv
885,Spiral Matrix III,Medium,69.4%,"Facebook, Meta",2,1.154,https://leetcode.com/problems/spiral-matrix-iii
379,Design Phone Directory,Medium,46.8%,"Google, Microsoft",2,1.057,https://leetcode.com/problems/design-phone-directory
1048,Longest String Chain,Medium,54.7%,"Amazon, Google",2,1.053,https://leetcode.com/problems/longest-string-chain
464,Can I Win,Medium,28.8%,"Google, LinkedIn",2,1.037,https://leetcode.com/problems/can-i-win
631,Design Excel Sum Formula,Hard,31.6%,"Amazon, Microsoft",2,1.037,https://leetcode.com/problems/design-excel-sum-formula
682,Baseball Game,Easy,63.7%,"Amazon, Google",2,1.027,https://leetcode.com/problems/baseball-game
946,Validate Stack Sequences,Medium,61.9%,"Google, LinkedIn",2,1.009,https://leetcode.com/problems/validate-stack-sequences
548,Split Array with Equal Sum,Medium,46.4%,"Facebook, Meta",2,1.005,https://leetcode.com/problems/split-array-with-equal-sum
980,Unique Paths III,Hard,73.3%,"Amazon, Google",2,0.97,https://leetcode.com/problems/unique-paths-iii
1099,Two Sum Less Than K,Easy,60.6%,"Amazon, Google",2,0.965,https://leetcode.com/problems/two-sum-less-than-k
691,Stickers to Spell Word,Hard,42.9%,"Facebook, Meta",2,0.964,https://leetcode.com/problems/stickers-to-spell-word
1074,Number of Submatrices That Sum to Target,Hard,60.4%,"Amazon, Google",2,0.954,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target
807,Max Increase to Keep City Skyline,Medium,83.7%,"Amazon, Google",2,0.95,https://leetcode.com/problems/max-increase-to-keep-city-skyline
475,Heaters,Easy,33.1%,"Amazon, Google",2,0.946,https://leetcode.com/problems/heaters
684,Redundant Connection,Medium,57.4%,"Amazon, Google",2,0.945,https://leetcode.com/problems/redundant-connection
356,Line Reflection,Medium,31.8%,"Amazon, Google",2,0.904,https://leetcode.com/problems/line-reflection
1113,Reported Posts,Easy,64.1%,"Facebook, Meta",2,0.887,https://leetcode.com/problems/reported-posts
1145,Binary Tree Coloring Game,Medium,51.2%,"Google, Microsoft",2,0.873,https://leetcode.com/problems/binary-tree-coloring-game
854,K-Similar Strings,Hard,38.2%,"Amazon, Google",2,0.87,https://leetcode.com/problems/k-similar-strings
920,Number of Music Playlists,Hard,46.5%,"Google, X",2,0.843,https://leetcode.com/problems/number-of-music-playlists
409,Longest Palindrome,Easy,50.3%,"Amazon, Google",2,0.839,https://leetcode.com/problems/longest-palindrome
1024,Video Stitching,Medium,49.2%,"Amazon, Google",2,0.825,https://leetcode.com/problems/video-stitching
845,Longest Mountain in Array,Medium,37.2%,"Google, Microsoft",2,0.822,https://leetcode.com/problems/longest-mountain-in-array
1216,Valid Palindrome III,Hard,47.8%,"Facebook, Meta",2,0.819,https://leetcode.com/problems/valid-palindrome-iii
132,Palindrome Partitioning II,Hard,30.2%,"Amazon, Google",2,0.792,https://leetcode.com/problems/palindrome-partitioning-ii
894,All Possible Full Binary Trees,Medium,75.2%,"Google, Oracle",2,0.772,https://leetcode.com/problems/all-possible-full-binary-trees
604,Design Compressed String Iterator,Easy,37.5%,"Amazon, Google",2,0.77,https://leetcode.com/problems/design-compressed-string-iterator
421,Maximum XOR of Two Numbers in an Array,Medium,53.5%,"Amazon, Google",2,0.769,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array
614,Second Degree Follower,Medium,30.3%,"Facebook, Meta",2,0.734,https://leetcode.com/problems/second-degree-follower
335,Self Crossing,Hard,28.0%,"Amazon, Google",2,0.718,https://leetcode.com/problems/self-crossing
1095,Find in Mountain Array,Hard,35.8%,"Apple, Google",2,0.7,https://leetcode.com/problems/find-in-mountain-array
89,Gray Code,Medium,49.1%,"Amazon, Microsoft",2,0.663,https://leetcode.com/problems/gray-code
233,Number of Digit One,Hard,31.3%,"Amazon, Apple",2,0.565,https://leetcode.com/problems/number-of-digit-one
699,Falling Squares,Hard,41.8%,"Amazon, Uber",2,0.564,https://leetcode.com/problems/falling-squares
386,Lexicographical Numbers,Medium,51.6%,"Adobe, Google",2,0.561,https://leetcode.com/problems/lexicographical-numbers
1117,Building H2O,Medium,52.6%,"Amazon, LinkedIn",2,0.555,https://leetcode.com/problems/building-h2o
732,My Calendar III,Hard,60.0%,"Amazon, Google",2,0.554,https://leetcode.com/problems/my-calendar-iii
1010,Pairs of Songs With Total Durations Divisible by 60,Easy,47.4%,"Adobe, Amazon",2,0.544,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60
1326,Minimum Number of Taps to Open to Water a Garden,Hard,43.6%,"Google, X",2,0.482,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden
1142,User Activity for the Past 30 Days II,Easy,34.5%,"Facebook, Meta",2,0.469,https://leetcode.com/problems/user-activity-for-the-past-30-days-ii
1132,Reported Posts II,Medium,34.4%,"Facebook, Meta",2,0.464,https://leetcode.com/problems/reported-posts-ii
719,Find K-th Smallest Pair Distance,Hard,31.5%,"Amazon, Google",2,0.46,https://leetcode.com/problems/find-k-th-smallest-pair-distance
847,Shortest Path Visiting All Nodes,Hard,52.0%,"Amazon, Google",2,0.458,https://leetcode.com/problems/shortest-path-visiting-all-nodes
1213,Intersection of Three Sorted Arrays,Easy,78.9%,"Facebook, Meta",2,0.458,https://leetcode.com/problems/intersection-of-three-sorted-arrays
321,Create Maximum Number,Hard,27.0%,"Amazon, Google",2,0.458,https://leetcode.com/problems/create-maximum-number
720,Longest Word in Dictionary,Easy,48.2%,"Amazon, Google",2,0.449,https://leetcode.com/problems/longest-word-in-dictionary
841,Keys and Rooms,Medium,64.3%,"Amazon, Google",2,0.437,https://leetcode.com/problems/keys-and-rooms
491,Increasing Subsequences,Medium,46.1%,"Facebook, Meta",2,0.434,https://leetcode.com/problems/increasing-subsequences
651,4 Keys Keyboard,Medium,52.5%,"Google, Microsoft",2,0.421,https://leetcode.com/problems/4-keys-keyboard
765,Couples Holding Hands,Hard,54.3%,"Amazon, Google",2,0.405,https://leetcode.com/problems/couples-holding-hands
1264,Page Recommendations,Medium,67.6%,"Facebook, Meta",2,0.399,https://leetcode.com/problems/page-recommendations
864,Shortest Path to Get All Keys,Hard,40.1%,"Amazon, Google",2,0.398,https://leetcode.com/problems/shortest-path-to-get-all-keys
941,Valid Mountain Array,Easy,33.2%,"Google, Uber",2,0.381,https://leetcode.com/problems/valid-mountain-array
1023,Camelcase Matching,Medium,57.0%,"Amazon, Google",2,0.379,https://leetcode.com/problems/camelcase-matching
924,Minimize Malware Spread,Hard,42.0%,"Amazon, Google",2,0.376,https://leetcode.com/problems/minimize-malware-spread
804,Unique Morse Code Words,Easy,77.0%,"Apple, Google",2,0.369,https://leetcode.com/problems/unique-morse-code-words
725,Split Linked List in Parts,Medium,52.2%,"Adobe, Amazon",2,0.367,https://leetcode.com/problems/split-linked-list-in-parts
630,Course Schedule III,Hard,33.5%,"Google, Microsoft",2,0.367,https://leetcode.com/problems/course-schedule-iii
1244,Design A Leaderboard,Medium,60.7%,"Amazon, Google",2,0.364,https://leetcode.com/problems/design-a-leaderboard
1161,Maximum Level Sum of a Binary Tree,Medium,72.2%,"Amazon, Google",2,0.328,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree
478,Generate Random Point in a Circle,Medium,38.5%,"Facebook, Meta",2,0.309,https://leetcode.com/problems/generate-random-point-in-a-circle
641,Design Circular Deque,Medium,52.7%,"Facebook, Meta",2,0.296,https://leetcode.com/problems/design-circular-deque
668,Kth Smallest Number in Multiplication Table,Hard,45.6%,"Google, Uber",2,0.292,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table
879,Profitable Schemes,Hard,39.8%,"Google, LinkedIn",2,0.278,https://leetcode.com/problems/profitable-schemes
374,Guess Number Higher or Lower,Easy,43.1%,"Apple, Google",2,0.269,https://leetcode.com/problems/guess-number-higher-or-lower
917,Reverse Only Letters,Easy,58.0%,"Google, Microsoft",2,0.246,https://leetcode.com/problems/reverse-only-letters
1375,Bulb Switcher III,Medium,62.6%,"Amazon, Microsoft",2,0.244,https://leetcode.com/problems/bulb-switcher-iii
950,Reveal Cards In Increasing Order,Medium,74.6%,"Google, Microsoft",2,0.239,https://leetcode.com/problems/reveal-cards-in-increasing-order
1131,Maximum of Absolute Value Expression,Medium,53.0%,"Google, Microsoft",2,0.233,https://leetcode.com/problems/maximum-of-absolute-value-expression
768,Max Chunks To Make Sorted II,Hard,48.7%,"Google, Microsoft",2,0.228,https://leetcode.com/problems/max-chunks-to-make-sorted-ii
1281,Subtract the Product and Sum of Digits of an Integer,Easy,85.2%,"Google, Uber",2,0.221,https://leetcode.com/problems/subtract-the-product-and-sum-of-digits-of-an-integer
586,Customer Placing the Largest Number of Orders,Easy,73.0%,"Amazon, X",2,0.218,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders
180,Consecutive Numbers,Medium,39.7%,"Amazon, Apple",2,0.212,https://leetcode.com/problems/consecutive-numbers
578,Get Highest Answer Rate Question,Medium,39.3%,"Facebook, Meta",2,0.202,https://leetcode.com/problems/get-highest-answer-rate-question
559,Maximum Depth of N-ary Tree,Easy,68.7%,"Amazon, Google",2,0.191,https://leetcode.com/problems/maximum-depth-of-n-ary-tree
1315,Sum of Nodes with Even-Valued Grandparent,Medium,83.5%,"Amazon, Apple",2,0.191,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent
783,Minimum Distance Between BST Nodes,Easy,52.6%,"Amazon, Google",2,0.19,https://leetcode.com/problems/minimum-distance-between-bst-nodes
657,Robot Return to Origin,Easy,73.5%,"Amazon, Google",2,0.187,https://leetcode.com/problems/robot-return-to-origin
942,DI String Match,Easy,72.6%,"Amazon, Google",2,0.183,https://leetcode.com/problems/di-string-match
453,Minimum Moves to Equal Array Elements,Easy,50.2%,"Amazon, Apple",2,0.181,https://leetcode.com/problems/minimum-moves-to-equal-array-elements
1104,Path In Zigzag Labelled Binary Tree,Medium,72.0%,"Amazon, Microsoft",2,0.179,https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree
1190,Reverse Substrings Between Each Pair of Parentheses,Medium,61.5%,"Adobe, Oracle",2,0.176,https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses
1278,Palindrome Partitioning III,Hard,59.9%,"Apple, Uber",2,0.173,https://leetcode.com/problems/palindrome-partitioning-iii
856,Score of Parentheses,Medium,60.5%,"Adobe, Amazon",2,0.171,https://leetcode.com/problems/score-of-parentheses
881,Boats to Save People,Medium,46.8%,"Amazon, Google",2,0.169,https://leetcode.com/problems/boats-to-save-people
87,Scramble String,Hard,33.7%,"Apple, Google",2,0.167,https://leetcode.com/problems/scramble-string
661,Image Smoother,Easy,51.5%,"Amazon, Apple",2,0.155,https://leetcode.com/problems/image-smoother
717,1-bit and 2-bit Characters,Easy,48.8%,"Google, Microsoft",2,0.152,https://leetcode.com/problems/1-bit-and-2-bit-characters
919,Complete Binary Tree Inserter,Medium,57.3%,"Amazon, Google",2,0.146,https://leetcode.com/problems/complete-binary-tree-inserter
530,Minimum Absolute Difference in BST,Easy,53.8%,"Apple, Google",2,0.139,https://leetcode.com/problems/minimum-absolute-difference-in-bst
1043,Partition Array for Maximum Sum,Medium,65.2%,"Facebook, Meta",2,0.136,https://leetcode.com/problems/partition-array-for-maximum-sum
705,Design HashSet,Easy,64.3%,"Amazon, Google",2,0.135,https://leetcode.com/problems/design-hashset
501,Find Mode in Binary Search Tree,Easy,42.4%,"Amazon, Google",2,0.135,https://leetcode.com/problems/find-mode-in-binary-search-tree
779,K-th Symbol in Grammar,Medium,37.2%,"Amazon, Google",2,0.132,https://leetcode.com/problems/k-th-symbol-in-grammar
1013,Partition Array Into Three Parts With Equal Sum,Easy,51.8%,"Amazon, Microsoft",2,0.132,https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum
1139,Largest 1-Bordered Square,Medium,47.5%,"Amazon, Samsung",2,0.131,https://leetcode.com/problems/largest-1-bordered-square
848,Shifting Letters,Medium,44.6%,"Facebook, Meta",2,0.119,https://leetcode.com/problems/shifting-letters
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,Hard,59.5%,"Facebook, Meta",2,0.119,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows
1270,All People Report to the Given Manager,Medium,87.1%,"Amazon, Google",2,0.117,https://leetcode.com/problems/all-people-report-to-the-given-manager
326,Power of Three,Easy,42.1%,"Apple, Google",2,0.109,https://leetcode.com/problems/power-of-three
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,Medium,83.8%,"Facebook, Meta",2,0.102,https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree
954,Array of Doubled Pairs,Medium,35.6%,"Google, Uber",2,0.101,https://leetcode.com/problems/array-of-doubled-pairs
1411,Number of Ways to Paint N × 3 Grid,Hard,61.1%,"Facebook, Meta",2,0.101,https://leetcode.com/problems/number-of-ways-to-paint-n-3-grid
1029,Two City Scheduling,Easy,56.1%,"Amazon, Google",2,0.101,https://leetcode.com/problems/two-city-scheduling
1141,User Activity for the Past 30 Days I,Easy,54.1%,"Facebook, Meta",2,0.096,https://leetcode.com/problems/user-activity-for-the-past-30-days-i
756,Pyramid Transition Matrix,Medium,54.6%,"Amazon, Google",2,0.096,https://leetcode.com/problems/pyramid-transition-matrix
1198,Find Smallest Common Element in All Rows,Medium,74.9%,"Amazon, Microsoft",2,0.096,https://leetcode.com/problems/find-smallest-common-element-in-all-rows
826,Most Profit Assigning Work,Medium,38.5%,"Amazon, Uber",2,0.093,https://leetcode.com/problems/most-profit-assigning-work
1221,Split a String in Balanced Strings,Easy,83.3%,"Amazon, Apple",2,0.093,https://leetcode.com/problems/split-a-string-in-balanced-strings
1077,Project Employees III,Medium,75.6%,"Facebook, Meta",2,0.091,https://leetcode.com/problems/project-employees-iii
912,Sort an Array,Medium,63.9%,"Amazon, Apple",2,0.09,https://leetcode.com/problems/sort-an-array
1241,Number of Comments per Post,Easy,67.0%,"Facebook, Meta",2,0.089,https://leetcode.com/problems/number-of-comments-per-post
550,Game Play Analysis IV,Medium,45.3%,"Facebook, Meta",2,0.083,https://leetcode.com/problems/game-play-analysis-iv
704,Binary Search,Easy,52.1%,"Amazon, Microsoft",2,0.082,https://leetcode.com/problems/binary-search
1003,Check If Word Is Valid After Substitutions,Medium,55.3%,"Facebook, Meta",2,0.078,https://leetcode.com/problems/check-if-word-is-valid-after-substitutions
867,Transpose Matrix,Easy,62.8%,"Apple, Microsoft",2,0.075,https://leetcode.com/problems/transpose-matrix
1179,Reformat Department Table,Easy,80.6%,"Amazon, Google",2,0.074,https://leetcode.com/problems/reformat-department-table
907,Sum of Subarray Minimums,Medium,32.3%,"Apple, Microsoft",2,0.065,https://leetcode.com/problems/sum-of-subarray-minimums
1059,All Paths from Source Lead to Destination,Medium,44.7%,"Amazon, Google",2,0.063,https://leetcode.com/problems/all-paths-from-source-lead-to-destination
1445,Apples & Oranges,Medium,87.1%,"Facebook, Meta",2,0.06,https://leetcode.com/problems/apples-oranges
643,Maximum Average Subarray I,Easy,41.5%,"Google, Microsoft",2,0.059,https://leetcode.com/problems/maximum-average-subarray-i
1325,Delete Leaves With a Given Value,Medium,73.0%,"Amazon, Google",2,0.056,https://leetcode.com/problems/delete-leaves-with-a-given-value
1028,Recover a Tree From Preorder Traversal,Hard,69.9%,"Amazon, LinkedIn",2,0.054,https://leetcode.com/problems/recover-a-tree-from-preorder-traversal
1079,Letter Tile Possibilities,Medium,75.4%,"Google, Microsoft",2,0.053,https://leetcode.com/problems/letter-tile-possibilities
1267,Count Servers that Communicate,Medium,57.9%,"Amazon, Google",2,0.049,https://leetcode.com/problems/count-servers-that-communicate
1344,Angle Between Hands of a Clock,Medium,61.4%,"Amazon, Microsoft",2,0.027,https://leetcode.com/problems/angle-between-hands-of-a-clock
1339,Maximum Product of Splitted Binary Tree,Medium,37.2%,"Amazon, Microsoft",2,0.025,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree
1137,N-th Tribonacci Number,Easy,55.9%,"Facebook, Meta",2,0.021,https://leetcode.com/problems/n-th-tribonacci-number
1470,Shuffle the Array,Easy,88.9%,"Adobe, Microsoft",2,0.005,https://leetcode.com/problems/shuffle-the-array
275,H-Index II,Medium,36.0%,"Facebook, Meta",2,0.0,https://leetcode.com/problems/h-index-ii
893,Groups of Special-Equivalent Strings,Easy,66.5%,"Facebook, Meta",2,0.0,https://leetcode.com/problems/groups-of-special-equivalent-strings
998,Maximum Binary Tree II,Medium,63.0%,"Facebook, Meta",2,0.0,https://leetcode.com/problems/maximum-binary-tree-ii
1033,Moving Stones Until Consecutive,Easy,41.7%,"Facebook, Meta",2,0.0,https://leetcode.com/problems/moving-stones-until-consecutive
1040,Moving Stones Until Consecutive II,Medium,52.9%,"Facebook, Meta",2,0.0,https://leetcode.com/problems/moving-stones-until-consecutive-ii
1075,Project Employees I,Easy,64.8%,"Facebook, Meta",2,0.0,https://leetcode.com/problems/project-employees-i
1076,Project Employees II,Easy,53.7%,"Facebook, Meta",2,0.0,https://leetcode.com/problems/project-employees-ii
1211,Queries Quality and Percentage,Easy,68.3%,"Facebook, Meta",2,0.0,https://leetcode.com/problems/queries-quality-and-percentage
1225,Report Contiguous Dates,Hard,61.1%,"Facebook, Meta",2,0.0,https://leetcode.com/problems/report-contiguous-dates
1322,Ads Performance,Easy,57.8%,"Facebook, Meta",2,0.0,https://leetcode.com/problems/ads-performance
1357,Apply Discount Every n Orders,Medium,66.0%,"Facebook, Meta",2,0.0,https://leetcode.com/problems/apply-discount-every-n-orders
1361,Validate Binary Tree Nodes,Medium,48.5%,"Facebook, Meta",2,0.0,https://leetcode.com/problems/validate-binary-tree-nodes
1398,Customers Who Bought Products A and B but Not C,Medium,80.7%,"Facebook, Meta",2,0.0,https://leetcode.com/problems/customers-who-bought-products-a-and-b-but-not-c
1443,Minimum Time to Collect All Apples in a Tree,Medium,55.4%,"Facebook, Meta",2,0.0,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree
1453,Maximum Number of Darts Inside of a Circular Dartboard,Hard,33.7%,"Facebook, Meta",2,0.0,https://leetcode.com/problems/maximum-number-of-darts-inside-of-a-circular-dartboard
1460,Make Two Arrays Equal by Reversing Sub-arrays,Easy,73.9%,"Facebook, Meta",2,0.0,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-sub-arrays
1522,Diameter of N-Ary Tree,Medium,70.0%,"Facebook, Meta",2,0.0,https://leetcode.com/problems/diameter-of-n-ary-tree
170,Two Sum III - Data structure design,Easy,33.5%,LinkedIn,1,5.34,https://leetcode.com/problems/two-sum-iii-data-structure-design
288,Unique Word Abbreviation,Medium,21.9%,Google,1,5.083,https://leetcode.com/problems/unique-word-abbreviation
975,Odd Even Jump,Hard,42.2%,Google,1,4.893,https://leetcode.com/problems/odd-even-jump
418,Sentence Screen Fitting,Medium,32.6%,Google,1,4.782,https://leetcode.com/problems/sentence-screen-fitting
753,Cracking the Safe,Hard,50.5%,Google,1,4.7,https://leetcode.com/problems/cracking-the-safe
947,Most Stones Removed with Same Row or Column,Medium,55.2%,Google,1,4.023,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column
857,Minimum Cost to Hire K Workers,Hard,49.6%,Google,1,3.972,https://leetcode.com/problems/minimum-cost-to-hire-k-workers
957,Prison Cells After N Days,Medium,40.7%,Amazon,1,3.849,https://leetcode.com/problems/prison-cells-after-n-days
774,Minimize Max Distance to Gas Station,Hard,46.9%,Google,1,3.708,https://leetcode.com/problems/minimize-max-distance-to-gas-station
734,Sentence Similarity,Easy,42.1%,Google,1,3.678,https://leetcode.com/problems/sentence-similarity
809,Expressive Words,Medium,47.0%,Google,1,3.64,https://leetcode.com/problems/expressive-words
471,Encode String with Shortest Length,Hard,47.1%,Google,1,3.627,https://leetcode.com/problems/encode-string-with-shortest-length
803,Bricks Falling When Hit,Hard,30.8%,Google,1,3.427,https://leetcode.com/problems/bricks-falling-when-hit
675,Cut Off Trees for Golf Event,Hard,34.6%,Amazon,1,3.362,https://leetcode.com/problems/cut-off-trees-for-golf-event
588,Design In-Memory File System,Hard,45.9%,Amazon,1,3.361,https://leetcode.com/problems/design-in-memory-file-system
1088,Confusing Number II,Hard,44.0%,Google,1,3.35,https://leetcode.com/problems/confusing-number-ii
1231,Divide Chocolate,Hard,52.4%,Google,1,3.208,https://leetcode.com/problems/divide-chocolate
818,Race Car,Hard,39.0%,Google,1,3.165,https://leetcode.com/problems/race-car
562,Longest Line of Consecutive One in Matrix,Medium,45.9%,Google,1,3.145,https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix
777,Swap Adjacent in LR String,Medium,34.8%,Google,1,3.107,https://leetcode.com/problems/swap-adjacent-in-lr-string
1168,Optimize Water Distribution in a Village,Hard,60.9%,Google,1,3.102,https://leetcode.com/problems/optimize-water-distribution-in-a-village
1152,Analyze User Website Visit Pattern,Medium,43.5%,Amazon,1,3.093,https://leetcode.com/problems/analyze-user-website-visit-pattern
524,Longest Word in Dictionary through Deleting,Medium,48.4%,Google,1,3.072,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting
1087,Brace Expansion,Medium,62.7%,Google,1,3.025,https://leetcode.com/problems/brace-expansion
259,3Sum Smaller,Medium,47.6%,Google,1,2.961,https://leetcode.com/problems/3sum-smaller
736,Parse Lisp Expression,Hard,47.5%,Google,1,2.959,https://leetcode.com/problems/parse-lisp-expression
544,Output Contest Matches,Medium,75.3%,Google,1,2.926,https://leetcode.com/problems/output-contest-matches
294,Flip Game II,Medium,50.0%,Google,1,2.88,https://leetcode.com/problems/flip-game-ii
846,Hand of Straights,Medium,54.2%,Google,1,2.817,https://leetcode.com/problems/hand-of-straights
913,Cat and Mouse,Hard,31.3%,Google,1,2.812,https://leetcode.com/problems/cat-and-mouse
1268,Search Suggestions System,Medium,63.2%,Amazon,1,2.619,https://leetcode.com/problems/search-suggestions-system
276,Paint Fence,Easy,38.3%,Google,1,2.595,https://leetcode.com/problems/paint-fence
757,Set Intersection Size At Least Two,Hard,40.1%,Uber,1,2.535,https://leetcode.com/problems/set-intersection-size-at-least-two
659,Split Array into Consecutive Subsequences,Medium,43.7%,Google,1,2.527,https://leetcode.com/problems/split-array-into-consecutive-subsequences
245,Shortest Word Distance III,Medium,55.3%,LinkedIn,1,2.48,https://leetcode.com/problems/shortest-word-distance-iii
866,Prime Palindrome,Medium,24.9%,Amazon,1,2.427,https://leetcode.com/problems/prime-palindrome
850,Rectangle Area II,Hard,47.5%,Google,1,2.39,https://leetcode.com/problems/rectangle-area-ii
318,Maximum Product of Word Lengths,Medium,51.2%,Google,1,2.378,https://leetcode.com/problems/maximum-product-of-word-lengths
320,Generalized Abbreviation,Medium,52.1%,Google,1,2.287,https://leetcode.com/problems/generalized-abbreviation
835,Image Overlap,Medium,58.5%,Google,1,2.264,https://leetcode.com/problems/image-overlap
444,Sequence Reconstruction,Medium,22.2%,Google,1,2.218,https://leetcode.com/problems/sequence-reconstruction
711,Number of Distinct Islands II,Hard,47.3%,Amazon,1,2.197,https://leetcode.com/problems/number-of-distinct-islands-ii
1239,Maximum Length of a Concatenated String with Unique Characters,Medium,47.8%,Microsoft,1,2.194,https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters
484,Find Permutation,Medium,60.5%,Google,1,2.123,https://leetcode.com/problems/find-permutation
293,Flip Game,Easy,60.7%,Google,1,2.005,https://leetcode.com/problems/flip-game
497,Random Point in Non-overlapping Rectangles,Medium,37.8%,Google,1,1.957,https://leetcode.com/problems/random-point-in-non-overlapping-rectangles
817,Linked List Components,Medium,57.3%,Google,1,1.952,https://leetcode.com/problems/linked-list-components
1120,Maximum Average Subtree,Medium,61.9%,Amazon,1,1.918,https://leetcode.com/problems/maximum-average-subtree
1279,Traffic Light Controlled Intersection,Easy,74.3%,Amazon,1,1.873,https://leetcode.com/problems/traffic-light-controlled-intersection
685,Redundant Connection II,Hard,32.4%,Google,1,1.871,https://leetcode.com/problems/redundant-connection-ii
800,Similar RGB Color,Easy,61.4%,Google,1,1.865,https://leetcode.com/problems/similar-rgb-color
1240,Tiling a Rectangle with the Fewest Squares,Hard,50.1%,Google,1,1.864,https://leetcode.com/problems/tiling-a-rectangle-with-the-fewest-squares
411,Minimum Unique Word Abbreviation,Hard,36.3%,Google,1,1.844,https://leetcode.com/problems/minimum-unique-word-abbreviation
853,Car Fleet,Medium,42.3%,Google,1,1.775,https://leetcode.com/problems/car-fleet
538,Convert BST to Greater Tree,Easy,55.4%,Amazon,1,1.715,https://leetcode.com/problems/convert-bst-to-greater-tree
370,Range Addition,Medium,62.8%,Google,1,1.7,https://leetcode.com/problems/range-addition
302,Smallest Rectangle Enclosing Black Pixels,Hard,51.6%,Google,1,1.645,https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,Medium,42.1%,Google,1,1.552,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit
499,The Maze III,Hard,41.0%,Google,1,1.544,https://leetcode.com/problems/the-maze-iii
840,Magic Squares In Grid,Easy,37.3%,Google,1,1.449,https://leetcode.com/problems/magic-squares-in-grid
1376,Time Needed to Inform All Employees,Medium,55.4%,Google,1,1.423,https://leetcode.com/problems/time-needed-to-inform-all-employees
469,Convex Polygon,Medium,37.0%,Google,1,1.362,https://leetcode.com/problems/convex-polygon
1056,Confusing Number,Easy,48.6%,Google,1,1.335,https://leetcode.com/problems/confusing-number
327,Count of Range Sum,Hard,35.2%,Google,1,1.315,https://leetcode.com/problems/count-of-range-sum
1293,Shortest Path in a Grid with Obstacles Elimination,Hard,42.8%,Google,1,1.309,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination
760,Find Anagram Mappings,Easy,81.1%,Google,1,1.289,https://leetcode.com/problems/find-anagram-mappings
1423,Maximum Points You Can Obtain from Cards,Medium,42.6%,Google,1,1.251,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards
